Question,Answer,Documents
"제 아이는 청각 장애가 있어 특별한 교육이 필요한데, 국립특수학급에 참여하려면 어떤 준비를 해야 할까요?",아이의 청각 장애에 맞는 특수 교육을 제공받기 위해서는 아이가 다니는 학교에 국립특수학급 지원 신청을 하시면 도움을 받을 수 있습니다.,국립특수학교 및 국립부설학교 특수학급 지원
"특수교육을 받아야 하는 아이를 둔 부모로서, 어디로 연락해야 국립특수학교에 지원할 수 있나요?",국립특수학교 및 부설학교 특수학급 지원에 관해 문의하시려면 교육부의 전화번호 02-6222-6060으로 연락하시면 도움을 받으실 수 있습니다.,국립특수학교 및 국립부설학교 특수학급 지원
자폐스펙트럼을 가진 제 자녀를 위한 교육 기관 지원을 희망하는데 접수처를 알려주세요.,자폐스펙트럼을 가진 자녀의 특수교육 지원을 위해 교육부로 직접 연락하셔야 합니다. 연락처는 02-6222-6060입니다.,국립특수학교 및 국립부설학교 특수학급 지원
장애가 있는 우리 아이를 위한 국립 특수학교 입학 절차에 대해 문의하고 싶습니다. 어떻게 해야 하나요?,국립 특수학교의 입학 절차 및 기타 지원에 관한 문의는 교육부에 전화하셔서 안내 받으시면 됩니다. 전화번호는 02-6222-6060입니다.,국립특수학교 및 국립부설학교 특수학급 지원
최저임금 적용제외를 받는 근로장애인은 어떤 시설에서 일하나요?,근로장애인 중 최저임금 적용제외를 받는 이들은 장애인 직업재활시설 혹은 정신재활시설에서 근무합니다.,근로장애인 전환지원
장애인 복지법에 의한 직업재활시설이란 무엇인가요?,장애인 복지법에 의한 직업재활시설은 장애를 가진 사람들이 직업적 기술을 배우고 일할 수 있는 환경을 제공하는 곳을 말합니다.,근로장애인 전환지원
한국에서 근로장애인을 위한 전환지원을 제공하는 법률은 어떤 것이 있나요?,근로장애인을 위한 전환지원을 제공하는 법률로는 장애인 복지법과 정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률이 있습니다.,근로장애인 전환지원
정신재활시설에서는 어떤 서비스를 제공하나요?,정신재활시설에서는 정신질환을 겪는 이들을 대상으로 직업 훈련을 비롯한 다양한 재활 프로그램을 지원하여 사회로의 복귀를 돕습니다.,근로장애인 전환지원
장애인 직업재활시설에서 근무하는 근로자에게는 어떤 혜택이 주어지나요?,"장애인 직업재활시설에서 근후하는 근로장애인은 최저임금 적용제외 대상이 될 수 있으며, 이를 통해 일에 집중하며 필요한 지원과 훈련을 받을 수 있습니다.",근로장애인 전환지원
정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률의 목적은 무엇인가요?,"이 법률은 정신질환자의 사회적 재활을 촉진하고 정신질환 예방 및 치료, 그리고 이들의 권리 보호를 목적으로 하고 있습니다.",근로장애인 전환지원
장애인 근로자가 최저임금 이상을 받으며 일할 수 있도록 돕는 지원 프로그램은 무엇인가요?,근로장애인 전환지원 프로그램은 최저임금 적용 제외 인가를 받은 장애인 근로자들이 최저임금 이상 급여를 받는 사업장으로의 전환을 돕기 위해 설계되었습니다.,근로장애인 전환지원
근로장애인 전환지원을 받을 경우 월 최대 얼마까지 지원받을 수 있나요?,월 최대 30만 원까지 지원받을 수 있습니다.,근로장애인 전환지원
고용전환 취업성공수당을 받기 위한 근속 기간은 어떻게 되나요?,고용전환 취업성공수당을 받기 위해서는 전환된 사업장에서 3개월간 근속해야 합니다.,근로장애인 전환지원
장애인직업재활시설에서 일하는 근로장애인이 전환지원 프로그램의 혜택을 받으려면 어떤 조건을 충족해야 하나요?,이들은 최저임금 적용 제외 인가를 받은 상태에서 최저임금 이상을 지급하는 다른 사업장으로 취업을 전환해야 합니다.,근로장애인 전환지원
근로장애인이 전환 취업 후 받을 수 있는 고용전환촉진수당은 무엇인가요?,"고용전환촉진수당은 근로장애인이 전환 취업을 하여 3개월을 근속할 경우 지급되는 수당으로, 한 번에 100만 원이 지급됩니다.",근로장애인 전환지원
"최저임금 이상을 받는 새로운 사업장으로의 전환 취업 시, 정부로부터 어떤 재정적 지원을 받을 수 있나요?",정부로부터 근로장애인 전환지원 프로그램을 통해 월 최대 30만 원의 지원금과 3개월 근속 시 100만 원의 고용전환 취업성공수당을 받을 수 있습니다.,근로장애인 전환지원
장애를 가진 근로자가 전환지원을 받으려면 어디로 연락해야 하나요?,근로장애인 전환지원을 받으려면 가까운 한국장애인고용공단 지역본부 또는 지사에 신청하시면 됩니다.,근로장애인 전환지원
한국장애인고용공단에서 제공하는 근로장애인 전환지원 프로그램 신청 절차를 알고 싶습니다.,근로장애인 전환지원 프로그램은 한국장애인고용공단의 지역본부나 지사를 통해 신청할 수 있습니다.,근로장애인 전환지원
직장 내에서 장애 때문에 어려움을 겪고 있는 사람은 어떤 지원을 요청할 수 있나요?,직장에서 장애로 인해 어려움을 겪고 계신 분은 한국장애인고용공단 지역본부나 지사에 근로장애인 전환지원 신청을 하실 수 있습니다.,근로장애인 전환지원
근로장애인에 대한 지원 프로그램을 신청하고 싶어요. 어디로 연락해야 하나요?,"근로장애인 전환지원 프로그램 신청은 한국장애인고용공단에 하실 수 있으며, 연락처는 1588-1519입니다.",근로장애인 전환지원
한국장애인고용공단의 전환지원 서비스에 대해 자세히 알고 싶어요. 어떤 방법으로 정보를 구할 수 있나요?,한국장애인고용공단의 근로장애인 전환지원 서비스에 대한 자세한 정보는 공단의 공식 웹사이트인 www.kead.or.kr 에서 확인하실 수 있습니다.,근로장애인 전환지원
"장애인 고용 관련 지원을 받고 싶은데, 어디로 문의를 해야 하죠?",장애인 고용과 관련된 지원을 원하시면 한국장애인고용공단으로 전화 문의 주세요. 번호는 1588-1519입니다.,근로장애인 전환지원
직업 재활을 원하는 장애인을 위해 어디서 도움을 받을 수 있을까요?,직업 재활을 희망하는 장애인은 한국장애인고용공단의 근로장애인 전환지원에 문의하셔서 지원을 받으실 수 있습니다. 문의 전화번호는 1588-1519입니다.,근로장애인 전환지원
"장애인 취업 지원 서비스를 찾고 있는데, 알맞은 공단의 연락처를 알려주세요.","장애인 취업 지원과 관련된 서비스는 한국장애인고용공단에서 제공하고 있으며, 연락처는 1588-1519로 문의하시면 됩니다.",근로장애인 전환지원
특정 장애를 가진 직원을 위해 어떻게 지원을 신청할 수 있나요?,해당 장애를 가진 직원의 근로장애인 전환지원 신청은 한국장애인고용공단에 하실 수 있습니다. 상담 및 신청을 위한 연락처는 1588-1519입니다.,근로장애인 전환지원
"농어촌 지역에 사는 제 친구가 장애인인데, 자기 집을 편하게 개조할 수 있는 지원 제도가 있다고 들었어요. 어떤 조건을 만족해야 하나요?",농어촌 장애인 주택 개조 지원 대상은 농어촌에 거주하는 등록 장애인 중 자가주택 소유자 또는 임대주택에 거주하는 분들입니다.,농어촌 장애인 주택 개조
"장애를 가진 부모님이 계시는데, 시골에서 농사를 지으며 살고 계세요. 집을 장애인에 맞게 바꾸고 싶은데 어떤 혜택을 받을 수 있나요?",농어촌에서 거주하는 등록장애인인 경우에 한해 주택을 장애인의 편의에 맞도록 개조하는 데 필요한 지원을 받을 수 있습니다. 이는 자가주택뿐 아니라 임대주택에 사시는 경우에도 적용됩니다.,농어촌 장애인 주택 개조
"우리 동네에 몇몇 장애인 분들이 계시는데, 그분들 농촌 집을 더 살기 좋게 만드는 방법이 있나요? 장애인 주택 개조 지원 사업에 대해 알고 싶어요.","네, 농어촌에 거주하시는 등록장애인을 위한 장애인 주택 개조 지원 사업이 있습니다. 이 지원은 개인이 소유한 자가주택 또는 장애인이 거주하는 임대주택에 대해 적용되므로 해당 조건에 부합한다면 지원을 받을 수 있습니다.",농어촌 장애인 주택 개조
농촌에 사는 장애인인데 집 화장실 개조를 지원받고 싶어요. 어디에 신청해야 하나요?,농어촌 지역의 장애인 주택 편의시설 개조 지원 신청은 귀하의 거주 지역 농업기술센터나 시·군·구청의 복지 담당 부서에서 하실 수 있습니다. 해당 기관을 통해 자세한 안내와 신청 절차를 확인하세요.,농어촌 장애인 주택 개조
저희 집 싱크대가 너무 높아서 휠체어를 사용하는 동생이 불편해해요. 조정비용을 지원 받을 수 있나요?,"예, 싱크대 높이 조절을 포함하여 장애인의 주택 내 편의시설 개조를 위한 비용은 최대 380만 원까지 지원됩니다. 지역의 농업기술센터나 해당 구청에 문의하여 지원 절차를 확인하시기 바랍니다.",농어촌 장애인 주택 개조
문턱을 낮추는 공사도 농어촌 장애인 주택 개조 지원에 포함되나요?,"네, 문턱 낮추기 작업도 주택 개조 지원 사업에 포함되어 지원이 가능합니다. 각 지역에서 운영하는 복지 프로그램이나 농업기술센터를 통해 자격 요건 및 지원 범위에 대한 상세 정보를 얻으실 수 있습니다.",농어촌 장애인 주택 개조
"주출입구에 마당을 포장하고 싶은데, 비용 문제로 망설이고 있어요. 이런 경우에도 지원을 받을 수 있나요?","주출입구 접근로의 마당포장 작업은 장애인 주택 편의시설 개조에 포함되므로, 지원을 받으실 수 있습니다. 최대 지원 금액 및 신청 자격에 관한 정보는 가까운 농업기술센터나 구청 복지 담당 부서에서 문의하실 수 있습니다.",농어촌 장애인 주택 개조
"집 안에 보조손잡이를 추가하고 싶은데, 이런 설치도 지원해주나요?","네, 편의시설 개조 지원 서비스에는 보조손잡이 설치도 포함되며, 이를 위한 비용도 지원받으실 수 있습니다. 자세한 지원 조건과 신청 방법은 가까운 시·군·구청 또는 농업기술센터에 문의해 보시길 권장드립니다.",농어촌 장애인 주택 개조
"할아버지 댁에 경사로를 설치하려고 하는데, 이 비용도 농어촌 주택 개조 지원금으로 해결할 수 있을까요?",경사로 설치비용 역시 농어촌 장애인 주택 개조 지원금을 통해 해결하실 수 있습니다. 자세한 사항은 거주하시는 지역의 농업기술센터나 시·군·구청에서 안내받으실 수 있습니다.,농어촌 장애인 주택 개조
농촌 지역에 사는 장애인이 집을 편의성 있게 고치려면 어떤 절차를 밟아야 하나요?,읍면동 행정복지센터에서 농어촌 장애인 주택 개조에 대한 신청을 접수하실 수 있습니다.,농어촌 장애인 주택 개조
장애인을 위한 농어촌 집 개조는 어디에서 지원 신청을 할 수 있나요?,지역 커뮤니티 센터인 읍면동 주민센터를 방문하여 주택 개조 지원 신청을 하실 수 있습니다.,농어촌 장애인 주택 개조
시골에 거주하는 장애인 주택 개보수를 위한 지원을 어떻게 받을 수 있죠?,해당 지역의 읍면동 주민센터에 연락하셔서 주택 개조 관련 지원 프로그램에 대한 신청 절차를 안내 받으실 수 있습니다.,농어촌 장애인 주택 개조
농촌 지역에서 장애인을 위한 주택 개조 지원을 받고 싶어요. 어디로 신청해야 하나요?,농어촌에 위치한 장애인 주택 개조 지원은 가까운 읍면동 주민센터에 방문하여 신청할 수 있습니다.,농어촌 장애인 주택 개조
읍면동 주민센터에서 제공하는 혜택 중에 장애인이 사는 집을 고칠 수 있는 서비스가 있나요?,"네, 읍면동 주민센터에서는 농어촌 지역에 거주하는 장애인의 주택을 개조해주는 서비스를 제공합니다. 방문하여 신청하실 수 있습니다.",농어촌 장애인 주택 개조
우리 부모님이 농촌에서 살고 계신데 장애가 있어 집을 재배치하려고 합니다. 어떻게 도움을 요청할 수 있나요?,부모님의 주거 환경을 개선하기 위해서는 해당 지역의 읍면동 주민센터에 장애인 주택 개조 신청을 하면 됩니다. 지원 절차 및 요건에 대해 안내를 받으실 수 있습니다.,농어촌 장애인 주택 개조
대학에서 장애학생을 위한 지원센터가 어떤 학생들을 대상으로 하나요?,대학의 장애학생지원센터는 대학에 재학 중인 장애학생을 지원 대상으로 하고 있어요.,대학의 장애학생지원센터 운영 지원
장애 정도가 심지 않거나 기준에 들지 않는 학생도 지원센터의 도움을 받을 수 있나요?,"네, 장애의 정도가 심하지 않은 학생이나 기준에 부합하지 않는 경우, 대학별 특별지원위원회의 사전 심의를 거쳐 지원 받을 수 있습니다.",대학의 장애학생지원센터 운영 지원
대학별 특별지원위원회는 무슨 역할을 하나요?,특별지원위원회는 장애 정도가 경미하거나 일반적인 지원 기준에해당하지 않는 학생들에 대한 지원 여부를 심의하는 역할을 합니다.,대학의 장애학생지원센터 운영 지원
"대학 내에서 장애학생지원센터의 지원을 받고 싶은데, 어떤 절차를 밟아야 하나요?","장애학생이라면 해당 대학의 장애학생지원센터에 문의하여 지원을 신청할 수 있으며, 기준에 부합하지 않을 경우 특별지원위원회의 심의과정을 거치게 됩니다.",대학의 장애학생지원센터 운영 지원
대학의 장애학생지원센터 이용 과정에서 특별지원위원회에 의한 심사가 반드시 필요한 경우는 어떤 경우인가요?,"장애 정도가 경미하여 일반 장애학생 지원 기준에 명확히 부합하지 않는 경우, 특별지원위원회의 심사가 필요하게 됩니다.",대학의 장애학생지원센터 운영 지원
특별지원위원회의 심의를 받지 않는다면 장애학생 지원은 받을 수 없나요?,"기본적으로 재학 중인 장애학생은 지원센터의 도움을 받을 수 있지만, 장애 정도나 기준 적합성에 의문이 있는 경우에는 특별지원위원회의 심의를 받아야 할 수 있습니다.",대학의 장애학생지원센터 운영 지원
장애학생이 대학 교육과정을 수강할 때 어떤 일반교육지원인력 서비스를 이용할 수 있나요?,장애학생은 대학에서 제공하는 학습지원 서비스를 통해 강의 수강이나 시험 응시를 도와주는 대필 서비스와 이동이나 편의에 관련된 지원을 받을 수 있습니다.,대학의 장애학생지원센터 운영 지원
장애가 있는 대학생이 수업 내용을 놓치지 않도록 도와주는 전문교육지원인력에는 어떤 직업들이 있을까요?,"수어통역사, 속기사, 점역사, 화면해설사 등 다양한 전문교육지원인력이 장애학생의 수업 내용 이해를 돕기 위해 지원됩니다.",대학의 장애학생지원센터 운영 지원
대학에서 장애학생을 위해 제공하는 보조기기는 무엇인가요?,대학은 장애유형에 맞게 다양한 보조기기를 지원하여 학생들의 학습 활동을 돕습니다. 이 보조기기는 학생의 특정한 장애 상황에 따라 다양하게 준비됩니다.,대학의 장애학생지원센터 운영 지원
대학 장애학생지원센터에서 지원인력 선발과 운영에 대한 비용은 어떤 방식으로 처리되나요?,"대학이 지원인력을 직접 선발하고 운영하며, 해당 활동비와 필요한 보조기기 구입비용은 대학이 지급합니다.",대학의 장애학생지원센터 운영 지원
대학에서 장애학생을 위한 교육지원 서비스를 이용하려면 어떻게 해야 하나요?,해당 서비스를 이용하고자 하는 장애학생은 대학의 장애학생지원센터에 문의하여 지원인력 선발 및 보조기기 이용 조건 등에 대해 안내 받고 신청 절차를 밟아야 합니다.,대학의 장애학생지원센터 운영 지원
대학에서 제공하는 장애학생 지원 서비스 이용 시 구체적인 이동 및 편의 지원에는 어떤 것들이 있나요?,"이동 및 편의 지원에는 장애학생의 학교 내부 이동을 돕는 서비스, 장애에 맞는 책상과 의자 제공, 시험보기에 적합한 환경 조성 등이 포함될 수 있습니다.",대학의 장애학생지원센터 운영 지원
대학에서 장애학생을 위한 지원을 받고 싶어요. 어디서 어떻게 신청할 수 있나요?,대학에 마련된 장애학생지원센터 또는 학생지원부서를 통해 지원을 신청하실 수 있습니다. 해당 부서에 방문하셔서 필요한 절차를 밟으시면 됩니다.,대학의 장애학생지원센터 운영 지원
"우리 대학에서 장애에 대한 특별한 지원이 필요한데, 관련 서비스를 신청하고 싶습니다. 어디로 가야 하나요?",대학 내에 있는 장애학생지원센터를 찾으시거나 학생지원부서에 문의하셔서 지원 서비스 신청 절차에 대해 안내받을 수 있습니다. 그곳에서 필요한 도움을 제공받으실 수 있습니다.,대학의 장애학생지원센터 운영 지원
대학 캠퍼스 안에서 장애 학생을 위한 편의를 제공받고 싶어요. 누구에게 연락해야 하나요?,장애 학생을 위한 지원은 대학 내의 장애학생지원센터나 학생지원부서에서 제공합니다. 해당 부서에 연락하시면 필요한 지원 서비스에 대한 신청을 할 수 있습니다.,대학의 장애학생지원센터 운영 지원
대학에 재학 중인 장애학생을 위한 지원 프로그램이 있나요?,"네, 국가평생교육진흥원에서는 장애학생지원센터 운영 지원 프로그램을 운영하고 있으며, 센터를 통한 다양한 서비스를 제공하고 있습니다. 자세한 신청 방법과 지원 내용은 국가평생교육진흥원에 문의해 주시면 안내받으실 수 있습니다.",대학의 장애학생지원센터 운영 지원
장애학생 지원을 위해 어떤 기관에 연락해야 하나요?,장애학생 지원과 관련하여 도움이 필요하시다면 국가평생교육진흥원에 직접 문의하실 수 있습니다. 연락처는 02-3780-9886입니다. 이곳에서 상담을 통해 필요한 정보와 지원을 받으실 수 있습니다.,대학의 장애학생지원센터 운영 지원
대학에서 장애학생을 위한 서비스 운영에 대해 알고 싶어요. 어디로 문의해야 하죠?,대학 내에서 장애학생을 위한 서비스 운영에 대한 문의는 국가평생교육진흥원으로 하시면 됩니다. 전화로 문의하시면 지원 센터 운영에 대한 안내와 함께 필요한 서비스에 대한 상세한 정보를 제공받을 수 있습니다.,대학의 장애학생지원센터 운영 지원
무료 법률 도움을 받으려면 어떤 조건을 갖춰야 하나요?,무료 법률구조 제도를 이용하려면 중위소득 125% 이하이면서 등록장애인이어야 합니다.,무료 법률구조 제도
무료 법조 서비스 신청 자격에는 소득 기준이 있나요?,"네, 소득이 중위소득의 125% 이하인 경우에 한해 무료 법률조언서비스를 신청할 수 있습니다.",무료 법률구조 제도
등록장애인도 무료로 법률 상담을 받을 수 있나요?,"예, 등록장애인은 중위소득 125% 이하일 경우 무료 법률구조 제도의 혜택을 받을 수 있습니다.",무료 법률구조 제도
"소송을 준비하고 있는데, 법적인 비용이 부담되어요. 법원에서 어떤 도움을 받을 수 있나요?",소송 과정에서 발생하는 법적인 비용에 대해 국가에서 지원하는 무료 법률구조 제도가 있습니다. 이 제도는 소송의 절차와 관련된 모든 비용을 무료로 지원해 주기 때문에 법적인 도움이 필요한데 경제적인 어려움을 겪고 계시다면 신청을 고려해볼 수 있습니다.,무료 법률구조 제도
경제적으로 힘들어서 변호사 선임료 등 법적 비용을 감당하기 어렵습니다. 어떻게 해야 하나요?,경제적으로 어려울 때 법적 비용 부담을 줄이기 위해 무료 법률구조 제도를 활용할 수 있습니다. 이 제도를 통해 변호사 비용을 포함한 소송 관련 비용을 지원받아 법적 문제를 해결할 수 있습니다. 해당 제도에 대한 자격 요건과 신청 방법을 확인해보시기 바랍니다.,무료 법률구조 제도
"소액 소송을 준비 중인데, 법률구조를 받을 수 있는 조건이 궁금합니다. 알려주세요.","소액이라도 소송을 준비하면서 법률구조를 받기 위해서는 몇 가지 조건을 충족해야 합니다. 일반적으로 소득과 재산 기준을 기초로 자격 여부가 판단되며, 소송의 성격과 긴급성 등도 고려됩니다. 상세한 자격 조건과 신청 절차는 관할 법률구조기관에 문의하거나 관련 웹사이트를 확인하시면 도움을 받을 수 있습니다.",무료 법률구조 제도
무료 법률 상담을 받고 싶은데 어디로 가야 하나요?,"무료 법률 상담은 대한법률구조공단의 전국 지부, 출장소 또는 지소에서 신청할 수 있습니다. 유선 연락 또는 직접 방문하여 상담 후 이용하실 수 있습니다.",무료 법률구조 제도
대한법률구조공단의 무료 법률구조 서비스를 이용하려면 어떻게 해야 하나요?,대한법률구조공단의 무료 법률구조 서비스를 이용하시려면 가까운 공단 지부나 지소에 전화하거나 방문해 상담을 받은 후 신청하시면 됩니다.,무료 법률구조 제도
법률 문제로 인해 어려움을 겪고 있습니다. 대한법률구조공단의 도움을 받으려면 어떻게 접근해야 하나요?,"만약 법률 문제로 고민 중이시라면, 가까운 대한법률구조공단 지부 또는 지소를 방문하거나 전화로 상담 예약을 하여 무료 법률구조 제도를 신청하실 수 있습니다.",무료 법률구조 제도
법률 상담을 받고 싶은데 돈이 부족해요. 어디에서 도움을 받을 수 있을까요?,경제적인 부담이 있으시면 대한법률구조공단을 통해 무료 법률 상담을 받으실 수 있습니다. 공단에 전화(132)하거나 홈페이지(www.klac.or.kr)를 방문하여 신청하실 수 있어요.,무료 법률구조 제도
저소득층을 위한 법률 지원 서비스가 있나요? 어떻게 신청하나요?,"네, 있습니다. 대한법률구조공단에서는 경제적으로 어려운 분들을 위해 법률 서비스를 제공합니다. 전화(132)로 문의하시거나 웹사이트(www.klac.or.kr)를 통해 서비스를 신청할 수 있어요.",무료 법률구조 제도
"변호사 비용을 지불할 능력이 안 되는데, 어떻게 법적 문제를 해결할 수 있을까요?",대한법률구조공단에서 무료로 법률 지원을 받으실 수 있습니다. 전화(132) 또는 공단의 홈페이지(www.klac.or.kr)를 통해 신청하시면 안내를 받으실 수 있습니다.,무료 법률구조 제도
가족 휴식 지원 프로그램의 대상이 되는 발달장애인은 어떤 진단을 받은 사람인가요?,발달장애인 가족휴식 지원 프로그램의 대상은 지적장애 또는 자폐성 장애를 진단받은 개인입니다.,발달장애인 가족휴식 지원
"부모님이 장애를 등록하지 않은 5세 아이의 경우, 가족 휴식 지원 서비스를 이용할 수 있나요?","네,만 6세 미만 영유아인 경우에는 장애등록이 없어도 발달재활서비스 의뢰서 혹은 최근 6개월 이내 발행된 의사 소견서(진단서)로 지원 서비스 이용이 가능합니다.",발달장애인 가족휴식 지원
"자폐성 장애가 부수적인 장애로 판단될 때, 그 가족은 휴식 프로그램 혜택을 받을 수 있나요?",발달장애인 가족휴식 지원은 지적장애나 자폐성 장애가 주 장애든 부수적인 장애든 관계없이 지원 대상에 포함됩니다.,발달장애인 가족휴식 지원
발달장애인을 위한 가족휴식 지원은 어떤 문서로 이용할 수 있습니까?,발달재활서비스 의뢰서나 최근 6개월 이내에 발행된 의사의 소견서(진단서)를 통해 이용할 수 있습니다.,발달장애인 가족휴식 지원
장애등록을 하지 않은 상태에서 이 서비스를 이용하고 싶습니다. 어떻게 해야 하나요?,"장애가 등록되어 있지 않을 경우, 만 6세 미만 영유아의 경우 발달재활서비스 의뢰서나 최근 6개월 이내 발행된 의사 소견서(진단서)로 서비스 신청이 가능합니다.",발달장애인 가족휴식 지원
"가족 휴식 서비스는 주 장애에만 해당되나요, 아니면 다른 장애도 포함되나요?",이 서비스는 지적장애나 자폐성 장애가 주된 장애일 뿐만 아니라 부수적인 장애로 있는 경우에도 해당됩니다.,발달장애인 가족휴식 지원
발달장애인 가족이 함께 참여할 수 있는 힐링캠프는 어떤 프로그램을 제공하나요?,"힐링캠프는 가족캠프, 인식개선캠프, 동료상담캠프 등 다양한 휴양 및 치유 프로그램을 제공하며, 강사초빙, 상담프로그램 등의 지원이 포함됩니다.",발달장애인 가족휴식 지원
발달장애인 가족휴식 지원으로 제공되는 테마여행에는 어떤 종류가 있나요?,"테마여행으로는 체험여행, 역사탐방, 문화체험 등 다양한 주제의 여행을 지원하며, 여행지 관광 중심으로 체험비가 지원됩니다.",발달장애인 가족휴식 지원
자율여행을 계획할 때 어떤 형태의 지원을 받을 수 있나요?,"자율여행 시 가족이 직접 여행 계획을 수립하게 되며, 계획에 따라 소요되는 경비를 지원받습니다.",발달장애인 가족휴식 지원
가족캠프에 참여하려면 어떻게 해야 하나요?,"가족캠프 참여를 원할 경우, 발달장애인 가족휴식 지원 프로그램을 통해 신청하고 지원을 받을 수 있습니다. 신청 절차와 조건에 대해서는 관련 기관에 문의하시면 됩니다.",발달장애인 가족휴식 지원
발달장애인 가족을 위한 동료상담캠프는 어떤 도움을 줄 수 있나요?,"동료상담캠프는 발달장애인 가족 간의 경험을 공유하고 상호 이해를 증진시키는 데 도움을 주며, 전문 강사와의 상담프로그램을 통해 심리적인 지원을 제공합니다.",발달장애인 가족휴식 지원
발달장애인 가족휴식 지원 프로그램 중에서 문화체험 여행에 참여하고 싶습니다. 어디로 신청해야 하나요?,"문화체험 여행에 참여를 희망한다면, 발달장애인 가족휴식 지원 프로그램을 운영하는 기관에 연락하여 신청 및 자세한 안내를 받으실 수 있습니다.",발달장애인 가족휴식 지원
발달장애를 가진 가족을 돕기 위한 휴식지원 서비스는 어떻게 신청할 수 있나요?,발달장애인가족 휴식지원 서비스 신청을 위해서는 귀하의 지역에 위치한 발달장애인지원센터 또는 해당 사업을 수행하는 기관에 문의하여 절차에 따라 신청하실 수 있습니다.,발달장애인 가족휴식 지원
지역 내에서 발달장애인 가족을 위한 휴식 프로그램 이용을 희망할 경우 어디로 연락해야 하나요?,발달장애인 가족을 위한 휴식 프로그램을 이용하고자 할 때는 가까운 발달장애인지원센터나 프로그램을 운영하는 수행기관으로 연락하여 안내받은 후 신청하시면 됩니다.,발달장애인 가족휴식 지원
"우리 가족 구성원 중 발달장애를 겪고 있는데, 휴식을 위한 지원을 받을 수 있는 곳을 알고 싶습니다. 어떻게 찾을 수 있나요?","가족 중 발달장애를 겪고 계시다면, 가족휴식 지원 서비스를 제공하는 지역의 발달장애인지원센터나 해당 서비스를 제공하는 기관을 찾아 연락하셔서 지원을 신청하실 수 있습니다. 일반적으로 해당 센터의 웹사이트나 전화를 통해 정보를 얻을 수 있습니다.",발달장애인 가족휴식 지원
발달장애인 가족들을 위한 휴식 지원 프로그램에 대해 어디서 알아볼 수 있나요?,발달장애인 가족휴식 지원을 알아보시려면 보건복지상담센터(129)에 문의하시거나 중앙장애아동 및 발달장애인지원센터(02-3433-0743)로 연락하실 수 있습니다. 이에 대한 정보는 해당 센터의 웹사이트 www.broso.or.kr에서도 찾아보실 수 있습니다.,발달장애인 가족휴식 지원
