Question,Answer,Documents
무공수훈자가 보훈병원 진료를 받으려면 어떻게 해야 하나요?,무공수훈자는 신체 희생이 없는 국가유공자로 분류되어 보훈병원에서 감면 진료를 받을 수 있습니다.,보훈병원 진료
보훈병원 진료를 위해 국비 진료 대상임을 증명하려면 어떤 서류가 필요한가요?,국비 진료 대상임을 증명하기 위해선 유공자증 또는 독립유공자증과 같은 대상자임을 확인할 수 있는 공식 서류를 제출해야 합니다.,보훈병원 진료
보훈병원에서 제공하는 국비진료와 감면진료는 어떤 차이가 있나요?,"국비진료는 진료비 전액이 지원되나 예방진료나 외모개선 목적의 진료는 제외되며, 특정 대상에 한해 본인 부담금이 발생할 수 있습니다. 반면, 감면진료는 본인부담액의 일정 비율이 감면됩니다.",보훈병원 진료
2012년 7월 1일 이후 등록한 7급 상이유공자는 보훈병원 국비진료 시 어떤 부분에 대해 본인부담금을 내야 하나요?,해당 대상자는 부상(질병 포함)당한 부위가 아닌 다른 질환에 대한 진료 시 진료비의 10%를 본인이 부담해야 합니다.,보훈병원 진료
보훈병원에서 감면진료를 받는 경우 얼마만큼의 본인부담금이 감면되나요?,"감면진료를 받을 경우, 본인부담액의 30% 이상 90% 이하가 감면됩니다.",보훈병원 진료
고엽제 경도환자가 보훈병원 국비진료를 받으려면 어떤 조건을 충족해야 하나요?,고엽제 경도환자는 2016년 6월 23일 이후에 등록되어야 보훈병원의 국비진료 혜택을 받을 수 있습니다.,보훈병원 진료
보훈병원에서 난치성 질환 진료가 곤란할 경우 어떻게 해야 하나요?,보훈병원에서 진료가 어려운 고난이도 난치성 질환의 경우 전문의료기관에 의뢰하여 진료(전문위탁진료)를 받을 수 있도록 지원받습니다.,보훈병원 진료
5.18민주화운동 부상자가 감면진료를 받기 위한 자격 조건은 무엇인가요?,5.18민주화운동 부상자 중에서 12급 이상 14급 이하 등급을 받은 사람이 감면진료의 혜택을 받을 수 있습니다.,보훈병원 진료
보훈병원에서 진료를 받으려면 어떤 절차를 거쳐야 하나요?,보훈병원에서 진료를 받기 위해서는 병원에 방문하거나 전화 또는 인터넷을 통해 예약을 하신 후 진료를 받으실 수 있습니다.,보훈병원 진료
전국 어디에 있는 보훈병원에서 진료 예약이 가능한가요?,"네, 전국의 중앙, 부산, 대구, 광주, 대전, 인천에 위치한 보훈병원에서 진료 예약이 가능합니다.",보훈병원 진료
인터넷으로 보훈병원 예약할 때 필요한 절차는 무엇인가요?,보훈병원 인터넷 예약 시에는 홈페이지에 접속하여 예약 시스템을 통해 원하는 날짜와 시간대를 선택하고 필요한 인적사항을 입력하여 예약을 완료하면 됩니다.,보훈병원 진료
보훈병원 예약 없이 방문하면 진료를 볼 수 없나요?,"보훈병원의 경우 예약을 통해 진료 순서를 배정받는 것이 일반적이나, 응급 상황이나 다른 특별한 경우에는 예약 없이 방문하여 진료를 받을 수도 있습니다. 이 경우 별도의 절차가 필요할 수 있다는 점을 참고하시기 바랍니다.",보훈병원 진료
보훈병원 예약 전화번호를 알려주세요.,"각 보훈병원마다 예약 전화번호가 다를 수 있으므로, 관할 지역의 보훈병원 홈페이지를 참조하거나 직접 연락하여 확인하시는 것이 좋습니다.",보훈병원 진료
인천보훈병원에서 진료를 받고 싶습니다. 어떻게 해야 할까요?,"인천보훈병원에서 진료를 받으시려면 병원의 예약 시스템을 통해 방문 예약을 하거나, 전화를 통해 예약 절차를 진행한 뒤 진료를 받을 수 있습니다.",보훈병원 진료
보훈병원에서 진료를 받으려면 어떻게 해야 하나요?,보훈병원 진료를 받기 위해서는 가까운 보훈(지)청에 연락하거나 보훈상담센터(1577-0606)로 문의하면 도움을 받으실 수 있습니다.,보훈병원 진료
"제가 국가유공자인데, 보훈병원 진료예약은 어디로 연락해야 하나요?",국가유공자분이시라면 진료 예약을 위해 가까운 보훈(지)청에 연락하시거나 보훈상담센터(1577-0606)로 전화하여 예약 안내를 받으실 수 있습니다.,보훈병원 진료
"보훈병원을 이용하고 싶은데, 절차가 복잡할 것 같아요. 어디로 연락해야 하죠?",걱정하지 마세요. 보훈병원 이용 절차와 관련된 안내는 보훈(지)청 또는 보훈상담센터(1577-0606)를 통해 쉽게 안내 받으실 수 있습니다.,보훈병원 진료
중장기복무 제대군인이 법률구조를 무료로 받으려면 어떤 조건을 충족해야 하나요?,"중장기복무 제대군인이 무료법률 구조를 받으려면 5년 이상 19년 6개월 미만 현역으로 복무했으며 군인연금수급권이 없어야 하며, 보건복지부장관이 고시하는 중위소득 125% 이하에 해당해야 합니다.",중장기복무 제대군인 무료법률 구조 지원
군인연금수급권이 없어도 무료법률 지원 서비스를 이용할 수 있는 제대군인은 누구인가요?,5년 이상 19년 6개월 미만 현역으로 복무한 중장기복무 제대군인 중 군인연금수급권이 없는 경우 무료법률 지원 서비스를 이용할 수 있습니다.,중장기복무 제대군인 무료법률 구조 지원
한국의 중장기복무 제대군인에 대한 무료 법률지원은 어느 기관에서 제공하나요?,대한법률구조공단이 중장기복무 제대군인을 위한 무료법률구조사업을 제공합니다.,중장기복무 제대군인 무료법률 구조 지원
중장기복무를 마친 제대군인이 무료법률 구조를 신청하기 위해 중위소득과 관련해 증명해야 하는 사항은 무엇인가요?,"신청자의 경우, 보건복지부장관이 고시하는 중위소득 125% 이하에 해당함을 증명해야 합니다.",중장기복무 제대군인 무료법률 구조 지원
19년 6개월을 초과하여 복무한 제대군인은 무료법률 구조 서비스를 받을 수 있나요?,"아니요, 무료법률 구조 서비스는 현역으로 5년 이상 19년 6개월 미만 복무한 중장기복무 제대군인을 대상으로 합니다. 19년 6개월을 초과한 복무는 해당 서비스 대상에서 제외됩니다.",중장기복무 제대군인 무료법률 구조 지원
"무료법률 구조 지원 대상 결정 시, 중위소득 125% 이하라는 기준은 어떤 이유로 설정된 건가요?",중위소득 125% 이하라는 기준은 사회적으로 도움이 필요한 저소득층 제대군인에게 법률 서비스 접근 기회를 제공하여 복지 사각지대를 최소화하기 위해 설정되었습니다.,중장기복무 제대군인 무료법률 구조 지원
제대군인이 사용할 수 있는 법률서비스 비용 지원은 무엇을 포함하고 있나요?,"제대군인을 위한 법률서비스 비용 지원에는 변호사 비용, 인지액, 송달료 등 제반 소송비용이 포함되어 있습니다.",중장기복무 제대군인 무료법률 구조 지원
법률 구조를 받으려는 제대군인은 소송비용을 먼저 지불해야 하나요?,"아니요, 제대군인은 소송을 진행함에 있어 대한법률구조공단에서 선 지급을 받을 수 있으며, 이후에 국가에서 그 비용을 지원해줍니다.",중장기복무 제대군인 무료법률 구조 지원
국가에서 제대군인의 법률 구조비용을 지원하기 위한 절차는 어떻게 되나요?,"대한법률구조공단에서 제대군인에게 선 지급한 후, 소요된 비용에 대하여 국가에서 후환 경로를 통해 지원합니다.",중장기복무 제대군인 무료법률 구조 지원
중장기복무 후 제대하는 군인을 위한 법률 지원은 어떤 기관에서 제공되나요?,중장기복무 제대군인들의 법률 지원은 대한법률구조공단에서 제공됩니다.,중장기복무 제대군인 무료법률 구조 지원
대한법률구조공단에서 지급하는 제대군인 법률 지원금은 나중에 군인이 변제해야 하나요?,"아니요, 제대군인에게 지급되는 법률 지원금은 대한법률구조공단에서 선 지급한 후 국가에서 지원하므로 별도의 변제는 필요하지 않습니다.",중장기복무 제대군인 무료법률 구조 지원
제대군인이 법률 구조 비용을 지원받기 위해 알아야 할 주요 정보는 무엇인가요?,"제대군인이 법률 구조를 지원받기 위해서는 변호사 비용, 인지액, 송달료 등 소송에 필요한 제반 비용이 지원된다는 사실과 선 지급 후 국가 지원이 이루어진다는 절차를 알고 있어야 합니다.",중장기복무 제대군인 무료법률 구조 지원
군 복무를 마친 이후 법률적인 문제에 대해 도움을 받고 싶습니다. 어디에서 지원을 받을 수 있나요?,"중장기 복무를 마치신 제대 군인의 경우 대한법률구조공단의 무료법률 구조 지원을 받으실 수 있습니다. 가까운 관할 지부, 출장소, 또는 지소로 전화하거나 방문하여 상담 예약 후 신청하시면 됩니다.",중장기복무 제대군인 무료법률 구조 지원
제가 제대 군인인데 법률 상담을 무료로 받을 수 있는 방법이 있나요?,"네, 중장기복무 제대 군인을 대상으로 무료법률 구조 지원이 가능합니다. 지원을 위해서는 대한법률구조공단의 지부나 출장소, 지소에 연락하여 상담을 예약하고 신청하셔야 합니다.",중장기복무 제대군인 무료법률 구조 지원
군대에서 오랫동안 복무하고 나왔는데 법적인 조언이 필요해요. 어디로 연락해야 하죠?,"오랜 기간 군 복무를 마치고 법적인 조언이 필요하시다면 대한법률구조공단을 통해 무료법률 구조 지원을 신청하실 수 있습니다. 관할 지부나 출장소, 지소에 전화 혹은 방문을 통한 상담 예약이 필요합니다.",중장기복무 제대군인 무료법률 구조 지원
"병역 의무를 다하고 나서 법적인 상담이 필요한데, 제대 군인 전용 서비스가 있을까요?","예, 중장기복무를 한 제대 군인을 위한 무료법률 구조 서비스가 있습니다. 이를 신청하기 위해서는 대한법률구조공단의 해당 지부나 출장소, 지소에 전화나 방문해서 상담 예약을 하셔야 합니다.",중장기복무 제대군인 무료법률 구조 지원
군대에서 제대한 후 법률 관련 도움을 받고 싶습니다. 어떻게 신청해야 하나요?,"군 제대 후 법률적 도움을 원하시면, 대한법률구조공단에서 제공하는 중장기복무 제대군인 대상 무료법률 구조 지원을 이용하실 수 있습니다. 신청 절차는 유선이나 방문을 통해 상담 예약을 한 후 진행하시면 됩니다.",중장기복무 제대군인 무료법률 구조 지원
오랜 복무를 마치고 어려운 법적 상황에 처해 있습니다. 어디에서 제대군인을 위한 법률 지원을 받을 수 있나요?,"제대군인이 법률적 어려움에 부딪혔을 때 대한법률구조공단에서 특별히 제공하는 무료법률 구조 지원 서비스를 이용하실 수 있습니다. 관할 지부나 출장소, 지소에 연락하여 상담 예약 후 신청 절차를 밟아주세요.",중장기복무 제대군인 무료법률 구조 지원
제대군인이 받을 수 있는 법률 상담 지원은 어디서 신청할 수 있나요?,"제대군인을 위한 법률 상담 지원은 보훈(지)청이나 보훈상담센터(1577-0606), 또는 대한법률구조공단(054-810-0132)을 통해 신청하실 수 있습니다.",중장기복무 제대군인 무료법률 구조 지원
군 복무를 마치고 나니 법적인 문제로 고민이 있어요. 어디에 도움을 요청할 수 있을까요?,"군 복무 이후 법적 문제로 도움이 필요하시면 보훈(지)청, 보훈상담센터(1577-0606), 혹은 대한법률구조공단(054-810-0132)으로 연락하여 무료법률 구조 지원을 신청하실 수 있습니다.",중장기복무 제대군인 무료법률 구조 지원
군에서 제대한 후 법률적 조언이 필요한데 혜택을 받을 수 있는 곳이 있나요?,"예, 제대군인들을 위한 법률적 조언이 필요하신 경우 보훈(지)청, 보훈상담센터(1577-0606), 또는 대한법률구조공단(054-810-0132)으로 문의하여 지원을 받으실 수 있습니다.",중장기복무 제대군인 무료법률 구조 지원
"나는 전역한 군인인데, 법적인 문제 해결을 위해 무료로 상담받을 수 있는 방법이 있나요?","전역 군인의 경우, 보훈(지)청, 보훈상담센터(1577-0606), 또는 대한법률구조공단(054-810-0132)을 통해 법적 문제에 대한 무료 상담을 받으실 수 있습니다.",중장기복무 제대군인 무료법률 구조 지원
"병역을 마치고 사회로 돌아온 후 법률상의 도움이 필요한데, 어디로 연락해야 하나요?","사회로 복귀하신 후 법률상 도움이 필요하시다면, 보훈(지)청이나 보훈상담센터(1577-0606), 대한법률구조공단(054-810-0132)에 연락하여 지원을 요청하실 수 있습니다.",중장기복무 제대군인 무료법률 구조 지원
군 생활을 마친 후 법적인 상담이 필요해졌어요. 누구에게 문의해야 하나요?,"군 생활을 마치고 법적 상담이 필요하시면 보훈(지)청, 보훈상담센터(1577-0606), 또는 대한법률구조공단(054-810-0132)에 문의하여 무료로 서비스를 이용하실 수 있습니다.",중장기복무 제대군인 무료법률 구조 지원
"10년 이상 군에서 근무한 후 최근 전역한 병사의 경우, 대학 등록금 지원을 받기 위한 조건은 무엇인가요?","해당 병사는 전역 후 3년 이내에 대학에 입학하거나 복학해야 하며, 가구의 소득 수준이 국가보훈처장이 정한 기준금액 이하여야 합니다. 또한, 이미 지원받으려는 학력 이상을 가진 경우에는 제외됩니다.",장기복무 제대군인 수업료 보조
"제가 11년 군 복무를 마치고 곧 전역하는데, 자녀가 고등학생이에요. 수업료 지원을 받으려면 어떤 소득 기준을 충족해야 하나요?",자녀의 수업료 지원을 위해서는 국가보훈처장이 정한 가구당 기준금액 이하의 소득 수준을 만족해야 합니다.,장기복무 제대군인 수업료 보조
전역한 지 2년 된 제대군인인데 지금 대학교에 복학하려고 해요. 수업료 보조를 받을 자격이 되나요?,"네, 전역 후 3년 이내 대학에 복학하는 경우 수업료 보조를 받을 자격이 됩니다.",장기복무 제대군인 수업료 보조
"만약 10년 이상 복무한 군인이 이미 대학 학위를 가지고 있다면, 수업료 보조를 받을 수 있나요?","아니요, 이미 교육지원을 받으려는 수준 이상의 학력을 소지한 경우에는 수업료 보조 대상에서 제외됩니다.",장기복무 제대군인 수업료 보조
"제대군인이고, 제 자녀가 고등학교에 다니고 있습니다. 수업료 보조를 받기 위해 제가 꼭 전역한 지 어느 정도 기간이 돼야 하나요?",자녀의 수업료 보조를 받기 위해서는 제대군인이 전역 후 3년 이내여야 합니다.,장기복무 제대군인 수업료 보조
"곧 전역하는 장기복무 군인인데, 제대 후 대학교에 다시 들어가려고 합니다. 수업료 보조는 어떤 가정에 해당됩니까?","수업료 보조는 10년 이상 복무 후 전역한 제대군인이 대학에 입학 또는 복학하는 경우, 그리고 국가보훈처장이 정한 가구당 기준금액 이하인 경우에 해당하는 가정에 지급됩니다.",장기복무 제대군인 수업료 보조
국외 망명 생활 후 대한민국 국적을 얻은 독립유공자의 유족이 받을 수 있는 혜택은 무엇인가요?,해당 유족은 영주귀국정착금 대상이 될 수 있습니다.,영주귀국정착금
일제 시대에 해외로 망명한 독립운동가의 배우자가 귀국 후 지원받을 수 있는 제도는 어떤 것이 있나요?,독립운동가의 배우자는 영주귀국정착금 지원 대상에 해당됩니다.,영주귀국정착금
1945년 8월 14일 이전에 결혼한 며느리도 영주귀국정착금을 신청할 수 있나요?,"예, 당시 기록에 이름이 있는 며느리는 신청 자격이 있습니다.",영주귀국정착금
후손을 포함하여 독립유공자의 어떤 가족이 영주귀국정착금을 신청할 수 있나요?,자녀와 손자녀도 영주귀국정착금 신청 자격이 있습니다.,영주귀국정착금
해외에서 거주하다 귀국한 독립유공자 유족의 지원금 신청 자격은 누구에게 있나요?,유족 중 세대주로 등록된 이가 신청할 수 있습니다.,영주귀국정착금
독립유공자 유족 중 영주귀국정착금을 받을 수 있는 조건에 대해 설명해주세요.,유족이 세대주로서 국외 망명 생활 후 귀국하여 대한민국 국적을 취득한 경우에 해당 조건을 충족합니다.,영주귀국정착금
애국지사가 영주귀국정착금을 받으려 할 때 얼마를 받을 수 있나요?,"애국지사의 경우 영주귀국정착금으로 1억 5,300만 원이 지급됩니다.",영주귀국정착금
"세대주 한 명인 경우, 독립유공자의 유족은 영주귀국정착금으로 몇 원을 받나요?","독립유공자의 유족 중 세대주가 한 명인 경우에는 7,500만원의 영주귀국정착금이 지급됩니다.",영주귀국정착금
만약 세대주 외에 가족이 없다면 영주귀국정착금은 얼마인가요?,"세대주 외에 가족이 없는 경우에는 영주귀국정착금으로 8,900만 원을 받게 됩니다.",영주귀국정착금
"영주귀국정착금 지급 시, 세대주를 포함하여 가족 구성원이 4명 이상이라면 어떤 금액이 지급되나요?","세대주를 포함해 가족 구성원이 4명 이상인 경우, 영주귀국정착금으로 1억 5,300만 원이 지급됩니다.",영주귀국정착금
세대주와 직계가족이 모두 2명에서 3명 사이일 경우 영주귀국정착금은 총 얼마인가요?,"세대주와 배우자 및 직계 가족이 총 2명 또는 3명인 경우, 1억 2,800만 원의 영주귀국정착금이 지급됩니다.",영주귀국정착금
"영주귀국정착금을 받는 세대주인 유족이 2명 이상일 때, 해당 금액은 어떻게 계산되나요?","세대주인 유족이 2명 이상일 때 지급되는 영주귀국정착금은 가족 구성원의 수에 따라 다르며, 다음 세 가지로 나뉩니다: 가족이 없는 경우 8,900만 원, 세대주와 가족 2~3명인 경우 1억 2,800만 원, 그리고 세대주와 가족 4명 이상인 경우 1억 5,300만 원이 지급됩니다.",영주귀국정착금
해외에서 돌아온 보훈대상자가 영주귀국정착금을 신청하려면 어떤 절차를 밟아야 하나요?,영주귀국정착금 신청을 위해서는 현지 보훈지청이나 보훈청에 방문하여 신청서류를 제출하고 절차를 진행하셔야 합니다.,영주귀국정착금
"재외국민으로서 국내 정착 지원을 받고자 하는데, 관련된 금융지원을 어떻게 신청할 수 있나요?",영주귀국을 위한 정착금 지원을 받으시려면 관할 보훈지청에 방문하여 신청하시면 됩니다. 상세 절차는 해당 지청에서 설명받으실 수 있습니다.,영주귀국정착금
해외 거주 후 귀국하여 정착하는 과정에서 찾아야 하는 보훈 관련 기관은 어디인가요?,"귀국 후 정착 지원금을 신청하시고자 한다면, 거주 지역에 따른 보훈지청 또는 보훈청을 방문하여 안내와 지원을 받으실 수 있습니다.",영주귀국정착금
영주귀국정착금을 신청하고 싶어요. 어떻게 해야 하나요?,영주귀국정착금 신청은 가까운 수권자 관할 보훈지청 혹은 보훈상담센터에 문의하실 수 있습니다. 상담센터 전화번호는 1577-0606입니다.,영주귀국정착금
"제가 해외에서 오랫동안 살다가 귀국을 결정했는데, 지원금 종류 중에 영주귀국정착금이 무엇인가요?",영주귀국정착금은 해외에 거주하다가 국내로 영주 귀국하는 분들을 대상으로 하는 정착 지원금입니다. 자세한 사항이나 신청 절차는 보훈지청 또는 보훈상담센터(1577-0606)로 문의해주시면 안내받으실 수 있습니다.,영주귀국정착금
보훈지청에서 처리하는 영주귀국정착금이 뭔가요?,영주귀국정착금은 국외에서 거주하다가 한국으로 영구히 돌아온 분들이 새로운 생활을 시작하시는 데 도움을 드리기 위해 지급되는 금액입니다. 신청 방법은 관할 보훈지청이나 보훈상담센터에 연락(1577-0606)하여 문의하시면 됩니다.,영주귀국정착금
국가유공자의 자녀도 보훈가족 심리재활서비스를 이용할 수 있나요?,"예, 국가유공자의 자녀 또한 보훈가족에 해당되며, 심리재활서비스 지원 대상에 포함됩니다.",보훈가족 심리재활서비스 지원
일반 국민도 보훈가족 심리재활서비스를 받을 수 있는지 궁금합니다.,"아니오, 해당 서비스는 보훈가족, 즉 국가유공자 및 그 유가족에게만 제공되는 전문적인 지원 서비스입니다.",보훈가족 심리재활서비스 지원
보훈가족 심리재활서비스에 신청하고 싶습니다. 어디서 어떻게 신청할 수 있나요?,보훈가족 심리재활서비스는 보훈처를 통해 신청할 수 있습니다. 가까운 지방보훈처에 문의하거나 보훈처 공식 웹사이트를 통해 안내받아 신청 절차를 진행하실 수 있습니다.,보훈가족 심리재활서비스 지원
국가유공자가 우울증 치료를 위해 받을 수 있는 지원 서비스는 무엇인가요?,"국가유공자가 겪는 우울증 치료를 위해 국가에서 제공하는 서비스로는 기초상담, 심리검사 및 전문 프로그램 등 심리재활 지원 서비스가 있습니다.",보훈가족 심리재활서비스 지원
나는 국가유공자인데 최근 잠을 제대로 못 자는 문제를 겪고 있어요. 어떤 도움을 받을 수 있나요?,"국가유공자이신 경우에는 불면증을 포함한 심리적 문제에 대해 기초상담에서부터 심리검사, 그리고 맞춤형 심리재활 프로그램까지 지원받으실 수 있습니다.",보훈가족 심리재활서비스 지원
"제 할아버지가 전쟁 참전 용사이신데, 심리적으로 많이 힘들어하시는 것 같애요. 어떻게 하면 좋을까요?","할아버지께서 국가유공자이시라면 보훈가족 심리재활서비스를 통해 전문적인 상담과 심리검사, 치유 프로그램까지 지원받으실 수 있으니, 관련 기관에 문의해보시는 것을 추천드립니다.",보훈가족 심리재활서비스 지원
국가유공자 가족을 위한 정신건강 지원은 어떻게 이뤄지고 있나요?,"국가유공자 가족을 위한 정신건강 지원은 기본 상담부터 정밀한 심리검사까지 포함한 심리재활 프로그램을 통해 이뤄지고 있으며, 이는 심리적 어려움을 겪는 이들의 회복을 돕기 위한 것입니다.",보훈가족 심리재활서비스 지원
우리 아버지가 전쟁에 참가하셨고 지금 심리적 방황을 겪고 계셔요. 어디에서 도움을 요청할 수 있을까요?,"아버지께서 심리적 방황을 겪고 계시다면, 국가유공자로서 보훈가족 심리재활서비스를 이용하실 수 있습니다. 상담부터 심리검사, 특성에 맞는 프로그램까지 지원받을 수 있으니, 관련 기관에 문의하시길 바랍니다.",보훈가족 심리재활서비스 지원
제 친구가 국가유공자인데 심적으로 힘들어하며 도움을 구하고 싶어 해요. 어떻게 해야 하나요?,"국가유공자인 친구가 심적으로 힘들어한다면, 보훈가족 심리재활서비스를 통해 기초상담, 심리검사, 그리고 맞춤형 프로그램을 제공받아 복지 혜택을 받으실 수 있습니다. 가까운 보훈청이나 관련 기관에 문의하여 지원을 요청하시기 바랍니다.",보훈가족 심리재활서비스 지원
보훈가족 심리재활 서비스를 신청하고 싶습니다. 서울에 있는 집중센터로 직접 가서 해야 하나요?,"서울에 위치한 여의도 심리재활집중센터뿐만 아니라, 부산, 대전, 대구, 광주청 및 인천지청을 방문하시거나 전화로도 신청이 가능합니다.",보훈가족 심리재활서비스 지원
"제가 인천에 살고 있는데, 보훈가족 심리재활 서비스를 받고 싶어요. 어떻게 신청할 수 있나요?","인천지역에 계시다면 인천지청에 방문하시거나, 지역에 관계없이 근처의 심리재활센터나 해당 지역 청에 전화를 통해 신청하실 수 있습니다.",보훈가족 심리재활서비스 지원
유선으로 보훈가족 심리재활서비스를 신청하고자 합니다. 어떤 방법으로 연락해야 하나요?,"서울 여의도 심리재활집중센터, 부산, 대전, 대구, 광주청 및 인천지청 등 해당 서비스 센터로 전화를 하셔서 신청하실 수 있습니다.",보훈가족 심리재활서비스 지원
전쟁 참전 용사에 대한 심리적인 지원은 어떻게 신청하나요?,전쟁 참전 용사에 대한 심리적 지원을 희망하시면 심리재활집중센터로 연락해 신청하실 수 있습니다. 연락처는 02-786-7937입니다.,보훈가족 심리재활서비스 지원
국가유공자 가족을 위한 심리 치료 지원을 이용하고 싶어요. 어디로 연락해야 하죠?,국가유공자 분들 및 그 가족분들을 위한 심리 치료 지원은 심리재활집중센터를 통해 신청하실 수 있습니다. 문의는 02-786-7937번으로 해주시면 안내 받으실 수 있습니다.,보훈가족 심리재활서비스 지원
보훈 가족을 위한 정신건강 지원 프로그램에 대해 알고 싶습니다. 어디로 문의해야 하나요?,보훈 가족을 위한 정신건강 지원 프로그램에 대한 문의사항은 심리재활집중센터로 하실 수 있고 연락처는 02-786-7937번입니다.,보훈가족 심리재활서비스 지원
