Question,Answer,Documents
"서울에서 고혈압, 당뇨병 등록 관리제도를 이용하고 싶어요. 어느 지역 주민이면 가능한가요?","고혈압, 당뇨병 등록 관리제도는 서울에서 성동구 거주하시는 30세 이상 환자분들이 이용할 수 있습니다.","고혈압, 당뇨병 등록 관리"
30살이 넘었는데 울산에 살고 있어요. 제가 당뇨병 관리 서비스를 받을 수 있나요?,"네, 울산 중구에 거주하는 30세 이상인 경우에는 당뇨병 등록 관리제도의 혜택을 받으실 수 있습니다.","고혈압, 당뇨병 등록 관리"
진안군에 살고 있는 고혈압 환자입니다. 지역적으로 제가 등록 관리제도를 이용할 수 있나요?,"예, 진안군 거주 고혈압 환자분들은 30세 이상이시라면 등록 관리제도를 이용하실 수 있습니다.","고혈압, 당뇨병 등록 관리"
"경기도에 사는데, 어느 도시에 살아야 고혈압 등록 관리제도를 받을 수 있나요?","경기도에서는 광명시, 남양주시, 안산시, 부천시, 하남시 거주하는 30세 이상 고혈압 환자분들이 서비스를 받을 수 있습니다.","고혈압, 당뇨병 등록 관리"
부모님이 제주시에 거주하시는데 고혈압 관리 프로그램을 등록할 수 있나요?,"부모님이 30세 이상이시고 제주시에 주소를 두고 계신다면, 고혈압 관리 프로그램에 등록하실 수 있습니다.","고혈압, 당뇨병 등록 관리"
"여수시에 살고 있는데, 나도 당뇨병 관리 서비스를 받을 수 있을까요?","네, 여수시 거주자 중 30세 이상이시면 당뇨병 관리 서비스를 등록하여 이용하실 수 있습니다.","고혈압, 당뇨병 등록 관리"
병·의원에서 예약일 및 치료일이 도래할 경우 환자에게 제공되는 서비스는 무엇인가요?,병·의원 치료일 및 예약일에 환자에게 알림 서비스를 제공합니다.,"고혈압, 당뇨병 등록 관리"
고혈압이나 당뇨병 환자가 가정에서 직접 건강을 관리할 수 있도록 도움을 주는 서비스는 어떤 것이 있는가요?,질환 및 영양에 관한 교육과 상담 서비스를 통해 환자가 가정에서 직접 관리할 수 있도록 지원합니다.,"고혈압, 당뇨병 등록 관리"
65세 이상의 고혈압 또는 당뇨병 환자에게 제공되는 의료비 지원의 형태는 어떻게 되나요?,"환자의 진료비 및 약제비에 대해 본인부담금을 매월 지원하며, 진료비는 1500원, 약제비는 질환별로 2000원을 지원합니다.","고혈압, 당뇨병 등록 관리"
고혈압과 당뇨병을 모두 앓고 있을 경우 매월 받을 수 있는 의료비 지원금액은 얼마인가요?,"고혈압과 당뇨병을 모두 진료 받는 경우 매월 4,000원을 지원받을 수 있습니다.","고혈압, 당뇨병 등록 관리"
"외국인이 고혈압, 당뇨병 등록 관리제도를 통해 의료비 지원을 받으려면 어떤 조건을 충족해야 하나요?",외국인일 경우 의료비 지원을 받기 위해서는 건강보험에 가입되어 있어야 합니다.,"고혈압, 당뇨병 등록 관리"
"고혈압, 당뇨병 환자가 병원 진료비와 약제비 본인부담금을 지원받기 위해 알아야 할 주요 정보는 무엇인가요?","환자는 매월 지원받을 수 있는 진료비 및 약제비 본인부담금의 금액(진료비 1500원, 약제비 2000원)과 65세 이상일 경우 그 조건을 확인해야 합니다.","고혈압, 당뇨병 등록 관리"
고혈압이나 당뇨병 환자가 관리 프로그램에 가입하기 위해 제출해야 하는 서류는 무엇인가요?,고혈압이나 당뇨병 환자가 관리 프로그램에 등록하기 위해서는 '고혈압·당뇨병 등록관리 동의서'를 작성하여 제출해야 합니다.,"고혈압, 당뇨병 등록 관리"
고혈압과 당뇨병 관리 프로그램에 참여하고 싶어요. 어느 곳에서 신청할 수 있나요?,고혈압과 당뇨병 관리 프로그램은 사업지역 내 의료기관에서 신청할 수 있습니다. 관련 정보는 가까운 의료기관에 문의해 보세요.,"고혈압, 당뇨병 등록 관리"
만성질환 관리 프로그램에 등록하려면 어떤 절차를 따라야 하나요?,"만성질환으로 분류되는 고혈압이나 당뇨병 관리 프로그램에 등록하려면, 먼저 사업지역 의료기관을 방문하여 동의서를 작성하고 그곳에서 신청 절차를 진행해야 합니다.","고혈압, 당뇨병 등록 관리"
고혈압과 당뇨병 환자를 위한 등록 관리 프로그램은 어디서 문의할 수 있나요?,"고혈압, 당뇨병 등록 관리 프로그램에 대한 문의는 주소지 관할 보건소, 보건복지상담센터(129), 그리고 질병관리청 만성질환예방과(043-719-7441)로 문의할 수 있습니다.","고혈압, 당뇨병 등록 관리"
당뇨병 관리 프로그램 등록절차를 알고 싶습니다. 어디로 연락해야 하나요?,"당뇨병 관리 프로그램에 대한 등록 절차는 가까운 보건소에서 안내 받으실 수 있으며, 구체적인 정보는 보건복지상담센터(129)나 질병관리청 만성질환예방과(043-719-7441)로 문의하시면 됩니다.","고혈압, 당뇨병 등록 관리"
주변 보건소에서 제공하는 당뇨병 관리 서비스에 대해 알고 싶어요. 어디서 정보를 얻을 수 있죠?,"지역 보건소에서 제공하는 당뇨병 관리 서비스에 대한 정보는 해당 보건소에 직접 문의하거나, 보건복지상담센터(129) 또는 질병관리청 만성질환예방과(043-719-7441)를 통해 자세히 알아보실 수 있습니다.","고혈압, 당뇨병 등록 관리"
고혈압 환자를 위한 정부의 지원 제도는 어떻게 신청하나요?,"고혈압 환자를 위한 정부 지원 제도에 대한 신청 방법은 주소지 관할 보건소에서 안내 받으실 수 있고, 추가적인 상담은 보건복지상담센터(129)나 질병관리청 만성질환예방과(043-719-7441)로 문의하실 수 있습니다.","고혈압, 당뇨병 등록 관리"
내가 사는 지역에서 당뇨병 환자 지원 프로그램을 어떻게 찾을 수 있을까요?,"귀하가 거주하는 지역의 당뇨병 환자 지원 프로그램은 귀하의 주소지 관할 보건소에서 상담 및 안내를 받을 수 있으며, 특별히 추가 상담이 필요하다면 보건복지상담센터(129)나 질병관리청 만성질환예방과(043-719-7441)로 연락하시면 됩니다.","고혈압, 당뇨병 등록 관리"
만성질환 예방과 관련된 정부의 지원 서비스를 이용하고 싶어요. 누구에게 문의해야 할까요?,"만성질환 예방과 관련된 정부 지원 서비스에 대한 문의는 관할 보건소 혹은 보건복지상담센터(129), 그리고 질병관리청 만성질환예방과(043-719-7441)에 직접 연락하여 필요한 정보를 얻을 수 있습니다.","고혈압, 당뇨병 등록 관리"
희귀질환 산정특례를 받으려면 어떤 조건을 충족해야 하나요?,"희귀질환 산정특례를 받으려면 환자가 건강보험에 가입되어 있어야 하며, 환자 가구와 부양의무자 가구의 소득 및 재산이 일정 기준 이하이어야 합니다.",희귀질환자 의료비 지원
건강보험 가입자가 아니어도 희귀질환 의료비 지원을 신청할 수 있나요?,"아니요, 희귀질환 의료비 지원을 신청하기 위해서는 건강보험에 가입된 희귀질환 산정특례 등록자여야 합니다.",희귀질환자 의료비 지원
희귀질환자 의료비 지원제도의 소득 기준은 어떻게 되나요?,"구체적인 소득 기준은 정해진 일정 기준을 참조해야 하며, 이 기준은 산정특례를 신청하는 환자의 가구와 부양의무자 가구에 적용됩니다.",희귀질환자 의료비 지원
의료비 지원을 받기 위해 어디에 신청해야 하나요?,희귀질환 산정특례에 등록하려면 건강보험공단 또는 가까운 지사에 신청해야 합니다.,희귀질환자 의료비 지원
부양의무자의 소득이나 재산도 희귀질환 의료비 지원 신청에 영향을 미치나요?,"네, 환자가구뿐만 아니라 부양의무자 가구의 소득과 재산도 희귀질환 의료비 지원 신청에 영향을 미치는 중요한 요인입니다.",희귀질환자 의료비 지원
희귀질환자 의료비 지원제도에 등록된 후 어떤 혜택을 받을 수 있나요?,등록이 완료되면 환자는 병원에서 발생하는 의료비 중 자기부담금을 감소받는 혜택을 받을 수 있습니다.,희귀질환자 의료비 지원
희귀질환 진료 시 환자가 부담해야 하는 비용 중 어떤 부분이 지원 가능한가요?,환자가 부담해야 하는 요양급여 중 본인부담금이 지원 가능합니다.,희귀질환자 의료비 지원
호흡에 도움이 필요한 희귀질환자를 위한 기기 대여 지원은 어떤 질환 대상인가요?,인공호흡기 및 기침유발기 대여 지원은 103개 질환에 해당하는 환자를 대상으로 합니다.,희귀질환자 의료비 지원
희귀질환 관련 보조기기 구입비 지원을 받을 수 있는 질환은 총 몇 개인가요?,희귀질환 관련 보조기기 구입비 지원은 93개 질환에 대해 가능합니다.,희귀질환자 의료비 지원
희귀질환 환자의 간병비 지원은 월 얼마까지 가능한가요?,희귀질환 환자 간병비 지원은 월 30만 원까지 가능합니다.,희귀질환자 의료비 지원
선천성대사이상 질환자에게 지원되는 특수식이 구입비는 어느 연령대부터 제공되나요?,선천성대사이상 질환자에게 지원되는 특수식이 구입비는 만 19세 이상부터 제공됩니다.,희귀질환자 의료비 지원
저단백햇반즉석밥에 대한 연간 지원 한도액은 얼마인가요?,저단백햇반즉석밥 구입비는 연간 168만 원 이내에서 지원됩니다.,희귀질환자 의료비 지원
"희귀질환을 앓고 있는데, 의료비 지원을 받으려면 무엇부터 해야 하나요?",희귀질환자 의료비 지원을 받기 위해서는 주소지 관할 보건소에 먼저 신청하셔야 합니다.,희귀질환자 의료비 지원
희귀질환 의료비 지원 신청 후 어떤 절차를 거치게 되나요?,"신청 후에는 소득과 재산에 대한 조사가 이루어지며, 이를 바탕으로 의료비 지원 대상자가 선정됩니다.",희귀질환자 의료비 지원
의료비 지원 대상자 선정은 어떻게 이루어지나요?,"대상자 선정은 소득재산 조사 결과를 토대로 결정되므로, 조사 결과에 따라 지원 자격이 결정됩니다.",희귀질환자 의료비 지원
희귀병 환자가 의료비 지원을 받으려면 어디로 연락해야 하나요?,"희귀질환 환자는 의료비 지원을 위해 주소지의 보건소, 보건복지상담센터(129), 또는 희귀질환 헬프라인 웹사이트를 통해 문의 및 지원을 받을 수 있습니다.",희귀질환자 의료비 지원
보건소 말고도 희귀질환에 대한 도움을 받을 수 있는 곳이 있나요?,"네, 희귀질환에 대해 더 자세한 정보와 의료비 지원을 받고 싶으시다면 보건복지상담센터(129) 또는 희귀질환 헬프라인 웹사이트에 문의하실 수 있습니다.",희귀질환자 의료비 지원
희귀질환 의료비 업무를 담당하는 관련 기관은 어디에 문의해야 하나요?,"희귀질환으로 인한 의료비에 대한 지원 업무는 주소지 보건소, 보건복지상담센터(129), 그리고 희귀질환 헬프라인 웹사이트를 통해서 상담 및 도움을 요청할 수 있습니다.",희귀질환자 의료비 지원
인터넷이 안되는 상황에서 희귀질환자 의료비 지원 상담은 어디서 받을 수 있나요?,인터넷이 접속이 어려운 경우에는 가까운 보건소 또는 전화로 보건복지상담센터(129)에 문의하여 지원받으실 수 있습니다.,희귀질환자 의료비 지원
보건소에서는 희귀질환자를 위한 어떤 지원을 제공하나요?,"보건소에서는 희귀질환자의 의료비에 대한 지원이 가능하며, 구체적인 지원 내용이나 절차에 대해서는 각 보건소에 직접 문의해야 상세한 안내를 받을 수 있습니다.",희귀질환자 의료비 지원
희귀질환 헬프라인은 어떤 서비스를 제공하나요?,"희귀질환 헬프라인에서는 희귀질환 관련 정보 제공, 의료비 지원신청 절차 안내, 그리고 관련 상담 서비스 등 희귀질환자와 그 가족들을 위한 다양한 지원을 제공하고 있습니다. 온라인으로 해당 정보를 확인하려면 희귀질환 헬프라인 웹사이트를 방문하시면 됩니다.",희귀질환자 의료비 지원
선택의료급여기관 제도가 지원하는 대상은 누구인가요?,"선택의료급여기관 제도는 연간 의료급여 상한일수를 초과한 사람들, 특히 동일한 질환으로 여러 병원을 이용하거나 중복 처방 약을 통한 중복투약으로 인해 상한일수가 넘어간 경우를 대상으로 합니다.",선택의료급여기관 제도
연간 의료급여 상한일수를 초과했을 때 어떤 제도를 이용할 수 있나요?,연간 의료급여 상한일수를 초과하였을 때에는 선택의료급여기관 제도를 이용할 수 있습니다. 이는 중복투약 등으로 상한일수를 초과한 경우에 급여를 받을 수 있는 방안을 제공합니다.,선택의료급여기관 제도
"만약 질병으로 인해 연간 의료급여를 많이 이용해야 할 경우, 어떤 제도가 도움이 될까요?","만성고시질환 혹은 등록된 중증질환, 희귀, 중증난치 질병으로 연간 의료급여 상한일수를 초과해야 하는 상황이라면 선택의료급여기관 제도를 통해 추가적인 의료 급여를 받을 수 있습니다.",선택의료급여기관 제도
중증질환자가 연간 의료급여를 얼마나 받을 수 있나요?,등록된 중증질환 환자는 각 질환별로 연간 최대 455일까지 의료급여를 받을 수 있습니다. 이는 선택의료급여기관 제도에 의거합니다.,선택의료급여기관 제도
등록 희귀 또는 중증난치질환자를 위한 연간 의료급여 상한일수는 어떻게 되나요?,"등록 희귀 또는 중증난치질환자의 경우, 질환별로 연간 최대 455일의 의료급여 상한일수가 정해져 있습니다.",선택의료급여기관 제도
기타 질환으로 병원을 다닐 때 연간 의료급여 상한일수는 몇 일인지 설명해주세요.,"기타 질환의 경우, 질병별로 합산하여 연간 최대 545일까지 의료급여 상한일수가 설정되어 있습니다. 이를 초과할 경우 선택의료급여기관 제도를 이용할 수 있습니다.",선택의료급여기관 제도
의료급여 1종 수급자가 선택의료급여기관을 이용할 때 본인부담금은 어떻게 되나요?,의료급여 1종 수급자가 선택의료급여기관을 이용 시 본인부담금은 전액 면제됩니다.,선택의료급여기관 제도
선택의료급여기관은 언제 변경할 수 있나요?,"총 3가지 상황에서 변경할 수 있습니다: 이용자의 시군구 전입, 기관의 업무정지/폐업, 진료 곤란 질환의 발생 등 불가피한 사유로 연 1회에 한해 변경 가능합니다.",선택의료급여기관 제도
선택의료급여기관 가입 후 의료급여 서비스를 다음 연도 말까지 이용하기 위한 조건은 무엇인가요?,"당해 연도의 급여일수를 연장해야 하며, 선택한 의료급여기관을 이용함으로써 가능합니다.",선택의료급여기관 제도
만약 내가 고른 의료급여기관에서 진료할 수 없는 질환이 생겼다면 어떻게 해야 하나요?,불가피한 사유가 발생한 경우 선택의료급여기관을 연 1회 한정으로 변경할 수 있습니다.,선택의료급여기관 제도
내가 살고 있는 지역을 떠나 다른 지역으로 이사하는 경우 선택의료급여기관을 유지할 수 있나요?,"다른 시군구로 전입하는 경우에는 선택의료급여기관을 변경할 수 있는 사유에 포함되어, 변경이 가능합니다.",선택의료급여기관 제도
선택의료급여기관을 선정한 후 기관의 상태가 바뀌지 않는 이상 얼마나 오랫동안 이용할 수 있나요?,"선택의료급여기관은 다음 연도 말까지 이용할 수 있으므로, 최대 2년 정도 이용 가능합니다.",선택의료급여기관 제도
읍면동에서 어떤 서비스를 신청할 수 있나요?,읍면동 주민센터나 행정복지센터에서는 선택의료급여기관 제도 신청을 할 수 있습니다.,선택의료급여기관 제도
선택의료급여기관 제도를 이용하고 싶어요. 어디로 가야 하나요?,행정복지센터에 방문하여 선택의료급여기관 제도에 대한 신청 절차를 밟으실 수 있습니다.,선택의료급여기관 제도
행정복지센터에서 무엇을 신청할 수 있죠?,행정복지센터에서는 복지 서비스 중 하나인 선택의료급여기관 제도의 신청이 가능합니다.,선택의료급여기관 제도
선택의료급여기관이란 무엇인가요?,"선택의료급여기관은 환자가 자신의 건강관리를 위해 선호하는 병원이나 의료기관을 미리 지정하고, 해당 기관에서 진료를 받을 수 있는 제도입니다. 자세한 사항은 보건복지상담센터(129)로 문의 가능합니다.",선택의료급여기관 제도
선택의료급여기관 제도에 대해 알아보고 싶어요. 어떻게 문의할 수 있나요?,"선택의료급여기관 제도에 대한 정보를 얻고 싶다면, 보건복지상담센터의 129번으로 전화하여 상담을 받을 수 있습니다. 전문 상담원이 제도에 대해 자세히 안내해 드릴 것입니다.",선택의료급여기관 제도
129번으로 전화하면 어떤 도움을 받을 수 있나요?,"129번은 보건복지상담센터의 전화번호로, 선택의료급여기관 제도나 다른 보건복지 관련된 질문에 대해 전문 상담원의 도움을 받을 수 있습니다. 이를 통해 필요한 정보를 얻거나 문제 해결에 대한 지원을 받을 수 있습니다.",선택의료급여기관 제도
의료급여수급자 중 어린이 암 환자에게 적용되는 의료비 지원 대상 연령은 몇 살까지인가요?,등록 신청일 기준 만 18세 미만의 전체 암환자에게 의료비 지원이 적용됩니다.,소아 암 환자 의료비 지원
차상위 계층에 속하는 암 환자 어린이가 지원을 받기 위한 가구 소득 기준은 얼마인가요?,"환자가구 소득이 기준 중위소득의 120% 이하, 4인 기준으로 약 648만 1157원 이하여야 합니다.",소아 암 환자 의료비 지원
대도시에 거주하는 4인 가구 기준으로 소아 암 환자 의료비 지원을 받기 위한 재산 한도는 얼마입니까?,"대도시에 거주하는 4인 가구의 경우, 최고 재산액이 300% 이하, 즉 3억 1742만 3424원 이하여야 합니다.",소아 암 환자 의료비 지원
건강보험가입자 중 암을 앓고 있는 어린이가 의료비 지원을 받으려면 어떤 조건을 충족해야 하나요?,"의료비 지원을 받기 위해서는 가구소득 및 재산 조사 결과가 일정 기준에 적합해야 하며, 환자는 등록 신청일 기준 만 18세 미만이어야 합니다.",소아 암 환자 의료비 지원
건강보험증 구분자 코드 C에 해당하는 경우는 어떤 복지 혜택을 받을 수 있는지 설명해주세요.,"구분자 코드 C에 해당된다면, 이는 차상위 본인부담경감대상자에 해당되므로 소아 암 환자 의료비 지원을 받을 수 있습니다.",소아 암 환자 의료비 지원
"만약 만 18세 미만의 암 환자가구가 소득 기준은 넘었지만 재산 기준은 충족하는 경우, 의료비 지원을 받을 수 있나요?","아니요, 의료비 지원을 받기 위해서는 소득 기준과 재산 기준 모두를 충족해야 합니다. 소득 기준을 초과하면 지원받을 수 없습니다.",소아 암 환자 의료비 지원
소아 암 환자의 의료비 지원 한도는 백혈병과 다른 암종에서 얼마나 다른가요?,"백혈병 환자는 최대 3000만 원까지, 기타 암종은 최대 2000만 원까지 의료비 지원을 받을 수 있습니다.",소아 암 환자 의료비 지원
소아암 중 백혈병을 앓고 있는 환자가 한 해 동안 의료비로 받을 수 있는 최대 금액은 얼마인가요?,백혈병을 앓는 소아 암 환자는 연간 최대 3000만 원까지 의료비를 지원받을 수 있습니다.,소아 암 환자 의료비 지원
조혈모세포 이식을 받는 소아 암 환자는 의료비 지원으로 최대 얼마를 받을 수 있나요?,연간 최대 3000만 원까지 의료비 지원이 가능합니다.,소아 암 환자 의료비 지원
