Question,Answer,Documents
고용이 종료된 후에도 건강보험을 계속 사용할 수 있는 방법이 있나요?,"네, 건강보험 임의계속가입제도를 통해 가능합니다. 자세한 사항은 국민건강보험공단에 문의하셔서 안내를 받으시면 됩니다. 1577-1000으로 전화하거나 웹사이트를 이용해보세요.",건강보험 임의계속가입제도
고교 졸업생이 중소기업에 취업했을 때 받을 수 있는 혜택은 무엇인가요?,"2023학년도에 직업계고나 일반고 직업교육 위탁과정을 졸업하고 중소기업이나 중견기업에 취업한 경우, 고교 취업연계 장려금을 받을 수 있습니다.",고교 취업연계 장려금
"제가 듣고 있는 일반고 직업교육 과정이 6개월 이상인데, 졸업 후 중견기업에 취업하면 돈을 받을 수 있나요?","예, 해당 과정이 6개월 이상이며 졸업 후 중견기업에 취업한다면 고교 취업연계 장려금의 대상입니다.",고교 취업연계 장려금
직업계고등학교 졸업 예정자가 큰 회사에 들어가면 지원금을 받을 수 있나요?,큰 회사 중 중견기업에 취업하는 경우 취업연계 장려금을 받을 자격이 있으나 대기업은 해당되지 않습니다.,고교 취업연계 장려금
중견기업에 취업한 고졸 학생에게 나오는 정부 지원은 무엇이 있죠?,해당 학생이 2023학년도 직업계고나 일반고의 직업교육 위탁과정을 졸업했다면 고교 취업연계 장려금을 받을 수 있습니다.,고교 취업연계 장려금
중소기업 취업 시 누가 장려금을 받을 수 있는지 궁금해요.,"2023학년도에 졸업한 직업계고 등의 학생들로, 해당 학교에서 6개월 이상의 직업교육 과정을 마치고 중소기업에 취업한 경우 장려금을 받을 자격이 생깁니다.",고교 취업연계 장려금
"올해 졸업하는데, 만약 대기업이 아닌 다른 기업에 취업한다면 어떤 혜택을 받을 수 있을까요?","2023년도에 직업계고 또는 일반고의 직업교육 위탁과정을 졸업하고 중소기업이나 중견기업에 취업할 경우, 정부로부터 고교 취업연계 장려금을 받을 수 있습니다.",고교 취업연계 장려금
고교 취업연계 장려금을 받으려면 취업 해야 하는 기업 규모는 어떻게 되나요?,중소기업 또는 중견기업에 취업해야 고교 취업연계 장려금을 받을 수 있습니다.,고교 취업연계 장려금
고교 취업연계 장려금 지급 과정에 필요한 심사는 언제 이루어지나요?,취업 여부가 확인된 이후에 심사를 거쳐 장려금이 지급됩니다.,고교 취업연계 장려금
고교 취업연계 장려금 신청자에게 제공되는 지원금액은 얼마인가요?,신청자에게는 일시금으로 500만 원이 지원됩니다.,고교 취업연계 장려금
고교 취업연계 장려금을 지급받기 위해 의무적으로 종사해야 하는 기간은 얼마나 되나요?,수혜자는 재직 가능한 기업에서 유예 기간(30개월) 이내에 최소 12개월간 의무적으로 종사해야 합니다.,고교 취업연계 장려금
신청하지 않은 경우에도 고교 취업연계 장려금을 받을 수 있나요?,"아니요, 장려금은 신청한 자에 한하여 지급되므로 반드시 신청해야 합니다.",고교 취업연계 장려금
고교 취업연계 장려금 지원 대상이 되려면 어떤 요건을 충족해야 하나요?,"중소기업이나 중견기업에 취업이 확정되고, 장려금을 신청한 후 심사를 통과해야 하며, 해당 기업에서 적어도 12개월간 의무적으로 근무해야 합니다.",고교 취업연계 장려금
고등학교를 졸업하고 바로 일자리로 가려는 학생에게 어떤 지원금 신청 정보를 알려줄 수 있나요?,고등학교 졸업 예정자나 졸업자가 취업과 연계할 때 한국장학재단에서 지원하는 '고교 취업연계 장려금'을 신청할 수 있습니다. 이를 위해 한국장학재단의 공식 웹사이트 또는 모바일 앱을 통한 절차를 따르면 됩니다.,고교 취업연계 장려금
'고교 취업연계 장려금'을 받고 싶은데 어디서 어떻게 요청해야 하나요?,'고교 취업연계 장려금' 신청은 한국장학재단의 웹사이트나 그들의 모바일 애플리케이션을 통해 할 수 있습니다. 한국장학재단에 접속하여 신청서를 작성하고 필요한 자료를 제출하는 과정을 통해 요청을 진행하면 됩니다.,고교 취업연계 장려금
"졸업 후에 바로 일을 시작하려는데, 이에 대한 정부 지원은 어디에서 신청할 수 있나요?","졸업과 동시에 취업을 앞둔 경우, 정부의 '고교 취업연계 장려금' 지원을 한국장학재단을 통해 신청하실 수 있습니다. 한국장학재단 웹사이트 또는 모바일 앱에서 관련 정보를 확인하고 신청 절차를 밟으시면 됩니다.",고교 취업연계 장려금
고등학생인데 취업 준비를 위한 장려금 지원을 받을 수 있는 방법을 알려주세요.,"고등학생 취업을 준비하시는 분이라면 한국장학재단의 취업연계 장려금 프로그램을 이용하실 수 있습니다. 관련 정보와 신청 절차는 한국장학재단 취업연계지원 상담센터에 문의하시면 안내받으실 수 있고, 상담센터의 문의 전화번호는 1800-0499입니다.",고교 취업연계 장려금
한국장학재단에서 제공하는 취업 지원 프로그램에 대해 알고 싶은데 어디서 상담받을 수 있나요?,한국장학재단의 취업 지원 프로그램에 대한 상담은 한국장학재단 취업연계지원 상담센터에서 가능합니다. 상담을 원하실 경우 전화번호 1800-0499으로 문의하시면 자세히 안내받으실 수 있습니다.,고교 취업연계 장려금
"제가 곧 고등학교를 졸업하고 취업을 앞두고 있는데, 이와 관련된 정부 지원이 있나요?","네, 고등학교 졸업 후 취업을 앞두고 계신 분들을 위해 한국장학재단에서 고교 취업연계 장려금을 지원하고 있습니다. 구체적인 내용은 취업연계지원 상담센터로 문의하시면 도움을 받으실 수 있습니다. 연락처는 1800-0499입니다.",고교 취업연계 장려금
고령자 고용을 장려하기 위해 정부에서 지원하는 장려금이 있다고 들었어요. 우리 회사도 받을 수 있을까요? 우리는 중견기업으로 고용보험에 가입되어 있고 정년제를 실시하고 있어요.,"네, 귀사와 같이 고용보험에 가입되어 있고 정년제를 실시하는 중견기업의 경우에는 고령자 계속고용장려금 대상에 해당됩니다. 관련 요건을 충족한다면 지원을 신청해보시기 바랍니다.",고령자 계속고용장려금
"저희는 소규모 업체인데, 저희도 고령직원들을 계속 고용하며 정부 지원금을 받을 수 있나요? 혹시 특정 규모 이상의 회사만 대상인가요?","고령자 계속고용장려금의 대상은 고용보험에 가입된 우선지원대상기업 뿐만 아니라 중견기업에도 해당되므로, 귀사의 규모가 우선지원대상기업에 해당된다면 지원을 받을 수 있습니다. 정확한 대상 기준을 확인하시고, 해당된다면 신청해보시는 것을 권장드립니다.",고령자 계속고용장려금
어떤 기업이 고령자 계속고용장려금 혜택을 받을 수 있나요?,"고령자 계속고용장려금은 고용보험에 가입한 정년을 운영 중인 우선지원대상기업과 중견기업의 사업주가 대상입니다. 해당 기업이라면 혜택을 받을 수 있으니, 자세한 조건과 절차는 관련 기관에 문의하여 확인해보시기 바랍니다.",고령자 계속고용장려금
정년을 맞이한 후에도 직장에서 일을 계속하면 어떤 지원을 받을 수 있나요?,정년 이후에도 계속 고용된 근로자에 대해서는 계속고용장려금이라는 제도를 통해 분기별로 1인당 90만 원의 지원금을 받을 수 있습니다.,고령자 계속고용장려금
우리 회사에서 정년을 넘긴 직원을 계속 고용하려고 합니다. 정부 지원은 어떻게 이뤄지나요?,"회사에서 정년을 넘긴 직원을 계속 고용할 경우, 정부로부터 고령자 계속고용장려금을 받게 됩니다. 이는 근로자 1인당 분기별로 90만 원이 지원되며, 이를 통해 고령 근로자 고용을 장려하고 있습니다.",고령자 계속고용장려금
분기별로 받을 수 있는 고령자 고용 지원금은 얼마인가요?,고령자 계속고용장려금 제도는 근로자 한 명당 분기별로 90만 원을 지원합니다. 이는 정년 이후에도 계속해서 직장에서 근무하는 노동자들에게 적용됩니다.,고령자 계속고용장려금
고령자 계속고용장려금을 신청하고 싶어요. 어떻게 해야 하나요?,고령자 계속고용장려금 신청은 고용보험 누리집(http://www.ei.go.kr)을 통해 접수하거나 가까운 고용센터를 방문하여 할 수 있습니다.,고령자 계속고용장려금
정년을 맞이한 근로자를 계속 고용하는 경우 지원금을 받을 수 있는 절차에 대해 설명해주세요.,"계속고용된 정년 근로자에 대한 고령자 계속고용장려금 지원을 받으시려면, 먼저 취업규칙 변경신고를 해야 하며, 이후 사업주가 고용센터에 지원금 신청을 한 뒤, 고용센터에서 확인을 거쳐 지급 받을 수 있습니다.",고령자 계속고용장려금
고용보험 누리집 주소를 알려주실 수 있나요?,고용보험 누리집의 주소는 http://www.ei.go.kr 입니다. 해당 사이트를 통해 고령자 계속고용장려금을 신청하실 수 있습니다.,고령자 계속고용장려금
취업규칙 변경신고는 무엇인가요?,"취업규칙 변경신고는 사업장 내 근로조건의 변경 사항을 알리기 위한 절차로, 정년 퇴직자를 계속 고용하기 위한 계속고용제도 도입 시 필수로 진행해야 하는 과정입니다.",고령자 계속고용장려금
고용센터에서 제공하는 서비스 중에는 무엇이 있나요?,"고용센터에서는 취업 지원, 직업 훈련, 고령자 계속고용장려금 신청 접수 및 지원금 지급 확인 등 다양한 고용 관련 서비스를 제공합니다.",고령자 계속고용장려금
사업주가 고령자 계속고용장려금을 위해 해야 할 일은 무엇인가요?,"사업주는 계속고용제도를 도입하고, 취업규칙 변경신고를 마친 이후 고령 근로자를 계속 고용하면서, 지원금 신청 절차를 고용센터에서 진행하여 지원금을 받을 수 있습니다.",고령자 계속고용장려금
고령 근로자들을 위한 지원금에 대해 어디서 정보를 얻을 수 있나요?,"고령자 계속고용장려금에 대한 문의는 고용노동부 고객상담센터에 하실 수 있으며, 상담 전화번호는 1350번입니다.",고령자 계속고용장려금
"제 회사에서 나이든 직원들을 더 오래 고용하려고 하는데, 어떤 정부 지원 프로그램을 활용할 수 있나요?","고령자 계속고용장려금 프로그램이 해당되며, 자세한 사항은 고용노동부 고객상담센터로 문의하시면 안내를 받으실 수 있습니다. 연락처는 1350번입니다.",고령자 계속고용장려금
계속고용장려금 신청 절차가 궁금합니다. 어디서 알아볼 수 있을까요?,고령자 계속고용장려금 신청 절차에 대해서는 고용노동부 고객상담센터를 통해 상세한 안내를 받으실 수 있습니다. 상담센터의 전화번호는 1350번입니다.,고령자 계속고용장려금
기업에서 60세 이상 근로자를 더 많이 고용하면 지원받을 수 있는 금융 혜택은 무엇인가요?,60세 이상 근로자 수를 증가시킨 우선지원대상기업 및 중견기업 사업주는 고령자 고용지원금을 지원받을 수 있습니다.,고령자 고용지원금
"우리 회사가 중견기업인데, 고령 근로자를 추가 채용하면 어떤 지원을 받을 수 있나요?","중견기업으로서 60세 이상 근로자를 새롭게 고용했다면, 고령자 고용에 따른 지원금을 신청할 수 있는 자격이 부여됩니다.",고령자 고용지원금
회사에서 고령 근로자 수를 늘렸을 때 신청 가능한 정부의 재정 지원은 무엇인지 궁금합니다.,"귀하의 회사가 고령 근로자의 고용을 늘린 경우, 고령자 고용지원금을 신청하여 정부의 재정 지원을 받을 수 있습니다.",고령자 고용지원금
소규모 사업장에서 65세 이상 고령자를 추가 고용할 경우 지원금 한도는 어떻게 될까요?,"피보험자 수 10명 이하의 기업에서는 3명의 고령자까지 지원금을 받을 수 있으며, 각 고령자 당 최대 30만 원을 2년간 지원받을 수 있습니다.",고령자 고용지원금
30인 이상의 중소기업이 65세 이상 노인을 새로 고용하려 할 때 지원 받을 수 있는 인원은 몇 명인가요?,"30인 이상 기업의 경우, 총 피보험자의 30% 혹은 최대 30명까지 고연령자 고용지원금의 혜택을 받을 수 있습니다.",고령자 고용지원금
"기업이 고령자 고용을 늘렸을 때, 지원금은 어떻게 계산되나요?","고령자 고용지원금은 과거 3년 평균 대비 해당 분기에 증가한 고령자 수를 기준으로 계산되며, 추가된 1명당 최대 30만 원이 지원됩니다.",고령자 고용지원금
"고령자를 추가로 고용한 경우, 최대 몇 년간 지원을 받을 수 있나요?","고령자를 새로 고용한 경우, 최대 2년간 고령자 고용지원금이 지급됩니다.",고령자 고용지원금
대기업에서 고령자 고용시 지원금을 받으려면 과거 3년과 비교해서 몇 명을 추가로 고용해야 하나요?,"대기업에서도 과거 3년 평균 대비 추가로 고용한 고령자 수에 따라 지원금을 받을 수 있으며, 지원금은 인원 수에 관계없이 1인당 30만 원씩 지급됩니다. 단, 지원 인원은 피보험자의 30% 또는 최대 30명으로 한정됩니다.",고령자 고용지원금
"중소기업이 고령자 고용 지원금을 신청하고자 할 때, 고령자 수가 증가해야 하는 기준은 무엇인가요?",중소기업이 고령자 고용 지원금을 신청할 때는 과거 3년 동안의 평균 고령자 고용 수 대비 분기별로 증가한 고령자 수를 기준으로 합니다.,고령자 고용지원금
어르신 근로자를 고용하고 있는데 어떻게 지원금을 신청할 수 있나요?,고령자 고용지원금은 고용보험 누리집(http://www.ei.go.kr)을 통하거나 직접 가까운 고용센터를 방문하여 신청할 수 있습니다.,고령자 고용지원금
고령자 고용지원금 신청을 위해 고용센터에 필요한 서류는 무엇인가요?,고용센터에서는 사업주가 고령자 고용지원금을 신청할 때 필요한 구체적인 서류 목록을 안내해 줄 것입니다. 신청 전에 고용센터에 문의하시는 것이 좋습니다.,고령자 고용지원금
고령자용 일자리 지원금은 어떻게 확인할 수 있나요?,"지원금 신청 후, 고용센터에서 신청 내역을 확인하고 승인되면 지원금이 지급됩니다. 승인 여부는 고용보험 누리집에서 확인 가능합니다.",고령자 고용지원금
'고령자 고용촉진장려금'을 인터넷으로 신청할 수 있는 사이트 주소를 알려주세요.,고령자 고용촉진장려금의 온라인 신청은 고용보험 누리집(http://www.ei.go.kr)에서 할 수 있습니다.,고령자 고용지원금
고용보험 누리집에서 고령자 고용 지원금을 신청하는 방법을 설명해 주실 수 있나요?,"고용보험 누리집에 접속하여 회원 가입 혹은 로그인을 한 후, 고령자 고용지원금 관련 메뉴에서 신청 절차에 따라 필요한 정보를 입력하고 제출하면 됩니다.",고령자 고용지원금
영세사업자로서 고령 근로자에 대한 인건비 지원을 받고 싶어요. 어떻게 해야 하나요?,고령 근로자를 고용한 영세사업자는 고용보험 누리집에 접속하거나 가까운 고용센터를 방문해 고령자 고용지원금 신청을 하면 지원을 받을 수 있습니다.,고령자 고용지원금
고령인력을 채용하고 싶은데 관련 지원금을 어떻게 신청하나요?,고령자 고용지원금에 대한 신청 및 상세한 정보는 고용노동부 고객상담센터를 통해 안내받으실 수 있습니다. 상담센터의 연락처는 1350번입니다.,고령자 고용지원금
"우리 회사에서 60세 이상 직원을 고용중인데, 이에 대한 정부 지원이 있나요?","네, 고령자를 고용하고 계신 경우 정부의 고용지원금 혜택을 받으실 수 있습니다. 구체적인 지원 내용과 절차는 1350번, 고용노동부 고객상담센터에 문의하시면 도움을 받을 수 있습니다.",고령자 고용지원금
"기업에서 고령 근로자 고용시 받을 수 있는 혜택에 대해 알고 싶어요, 어디에 문의해야 하나요?",고령 근로자에 대한 고용 혜택 및 지원금 정보는 고용노동부 고객상담센터에서 제공하고 있습니다. 필요한 정보를 얻기 위해 1350번으로 문의하시면 상담을 받으실 수 있습니다.,고령자 고용지원금
만 60세 이상의 실버 세대가 참여할 수 있는 인턴십 프로그램은 무엇인가요?,시니어인턴십 프로그램이 만 60세 이상 어르신들께 일할 기회를 제공하고 직업능력을 강화시켜 재취업 기회를 높이는 사업입니다.,고령자 고용지원금
시니어인턴십 참여를 위해 기업이 갖추어야 하는 조건은 무엇인가요?,"참여기업은 만 60세 이상 어르신 고용 의사가 있고, 4대 보험에 가입된 사업장이며, 근로자 보호규정을 준수하는 기업이어야 합니다.",고령자 고용지원금
시니어인턴십에 참여하는 어르신에게는 어떤 지원이 제공되나요?,"인턴기간 동안 3개월과 계속 고용 계약 체결 시 최소 6개월 동안 월급여의 50%가 기업에게 지원되며, 참여 어르신 1인당 최대 270만 원을 지원 받을 수 있습니다.",고령자 고용지원금
계속해서 활동할 수 있는 고령자용 일자리 중 학교와 연계하여 참여할 수 있는 일자리는 무엇이 있나요?,"스쿨존지킴이사업이 있으며, 이는 학생들의 등하교 지도 및 학교와 지역사회를 연계하는 활동을 하는 일자리입니다.",고령자 고용지원금
"경력이 있는 고령자를 위한 재취업 기회 중, 어린이 대상 한자 및 전통문화 교육을 담당하는 일자리의 이름은 무엇인가요?",'1세대에서 3세대 강사파견'은 유치원이나 어린이집 등에 파견되어 교사나 관련 직종 경력이 있는 인력이 한자 및 전통문화 교육을 하는 일자리입니다.,고령자 고용지원금
새로운 기술을 배우면서 도전할 수 있는 고령자 일자리는 어떤 것들이 있나요?,"주택관리사와 같이 특정 자격증이 필요한 일자리나, 성남 시니어직업훈련센터에서 보일러, 도배, 내선공사 등의 새로운 기술을 배워 자격증을 취득할 수 있는 직업 훈련 과정이 있습니다.",고령자 고용지원금
보통 사람: 제가 특성화고를 졸업했는데 아직 일자리를 못 구했어요. 제가 받을 수 있는 지원 프로그램이 있나요?,"전문가: 네, 졸업 후 아직 취업하지 못한 상태시라면 '고졸자 후속관리 지원모델 개발 사업'을 통해 지원을 받으실 수 있습니다. 이는 마이스터고, 특성화고, 종합고 졸업생을 대상으로 하는데, 취업 지원 서비스 및 다양한 교육 프로그램이 포함되어 있으니 관련 기관에 문의하여 자세한 정보를 받아보시기 바랍니다.",고졸자 후속관리 지원모델 개발 사업
학부모: 우리 아이가 막 종합고를 졸업했는데 일자리를 찾는 데 어려움을 겪고 있어요. 이런 경우 어떻게 도움을 줄 수 있나요?,전문가: 종합고를 막 졸업한 상황에서 아이가 취업에 어려움을 겪고 있다면 '고졸자 후속관리 지원모델 개발 사업'을 활용하실 수 있습니다. 이 사업은 취업 준비에 필요한 컨설팅 및 멘토링 서비스를 제공하여 미취업 졸업생들의 취업을 지원합니다. 지역별 교육청이나 해당 프로그램을 운영하는 기관에 연락하여 도움을 받을 수 있는 방법에 대해 알아보시길 권장드립니다.,고졸자 후속관리 지원모델 개발 사업
구직자: 마이스터고를 나왔는데 아직 직장을 구하지 못했어요. 이 상황에서 제게 맞는 지원이 있을까요?,"전문가: 마이스터고 졸업생이시고 취업을 아직 하지 못했다면, '고졸자 후속관리 지원모델 개발 사업'에 대해 알아보시는 것이 좋겠습니다. 이 사업은 미취업 고졸 졸업생에게 취업 서비스를 제공하여 직장을 찾는 데 도움을 드리고 있습니다. 해당 사업에 참여하시면 직업 상담, 교육 프로그램 등이 제공되어 취업에 보다 유리한 위치에서 경쟁하실 수 있습니다.",고졸자 후속관리 지원모델 개발 사업
고등학교를 졸업한 후에도 취업 상담과 멘토링을 받을 수 있는 프로그램이 있나요?,"네, 고졸자 후속관리 지원모델 개발 사업을 통해 직업계고 졸업생을 대상으로 취업 상담과 선후배 멘토링 서비스를 제공합니다.",고졸자 후속관리 지원모델 개발 사업
고등학교 졸업생들에게 이력 관리 지원이 있다고 들었는데 어떻게 진행되나요?,고졸자 후속관리 지원모델 개발 사업을 통해 거점학교 및 인근 학교의 졸업생을 대상으로 개인의 이력을 체계적으로 관리하고 지원하는 서비스를 제공하고 있습니다.,고졸자 후속관리 지원모델 개발 사업
직업계고 졸업자들에게 제공되는 정책지원 정보는 어디서 받을 수 있나요?,"직업계고 졸업자들은 고졸자 후속관리 지원모델 개발 사업을 통해 필요한 정책지원 정보를 제공받을 수 있으며, 이는 창업, 후학습 등 다양한 분야에 대한 정보를 포함합니다.",고졸자 후속관리 지원모델 개발 사업
취업에 어려움을 겪고 있는 고졸 졸업생을 위한 특별한 지원 방안이 있나요?,"예, 해당 졸업생들을 위해 화상면접 지원서비스와 취업준비공간 제공, 그리고 취업 연계형 교육프로그램을 운영함으로써 취업을 적극적으로 지원하고 있습니다.",고졸자 후속관리 지원모델 개발 사업
직업계고 졸업생들의 창업을 지원하는 프로그램도 있나요?,"네, 고졸자 후속관리 지원모델 개발 사업 내에서 창업 지원 서비스를 제공하여 졸업생들의 창업 활동을 촉진합니다.",고졸자 후속관리 지원모델 개발 사업
고졸자 후속관리 지원모델 개발 사업에서 제공하는 교육 프로그램은 무엇이 있나요?,본 사업에서는 취업 연계형 교육프로그램을 운영하여 직업기술 향상과 취업 준비에 필요한 다양한 교육 기회를 제공합니다.,고졸자 후속관리 지원모델 개발 사업
고졸자를 대상으로 하는 후속관리 지원모델 개발 사업 신청은 어디에서 할 수 있나요?,고졸자 후속관리 지원모델 개발 사업 신청은 전국의 17개 거점학교 또는 중앙취업지원센터를 통해 문의하실 수 있습니다.,고졸자 후속관리 지원모델 개발 사업
경기자동차과학고는 어떤 사업에 포함된 학교인가요?,경기자동차과학고는 고졸자 후속관리 지원모델 개발 사업에 포함된 서울 및 경기권의 거점학교 중 하나입니다.,고졸자 후속관리 지원모델 개발 사업
고졸자를 위한 지원모델 개발에는 어떤 유형의 고등학교가 참여하고 있나요?,"마이스터고, 특성화고, 종합고와 같은 직업계고가 고졸자 후속관리 지원모델 개발 사업에 참여하고 있습니다.",고졸자 후속관리 지원모델 개발 사업
"전남여자상업고는 어느 지역의 거점학교에 속하며, 이 학교는 무슨 사업과 연계되어 있나요?","전남여자상업고는 충청 및 전라권 거점학교 중 하나로, 고졸자 후속관리 지원모델 개발 사업과 연계되어 있습니다.",고졸자 후속관리 지원모델 개발 사업
강원 및 경상권에 위치한 거점학교들 중 3곳을 말해 주실 수 있나요?,"강원 및 경상권 거점학교로는 경북기계공업고, 구미전자공업고, 원주의료고가 있습니다.",고졸자 후속관리 지원모델 개발 사업
정석항공과학고에서는 어떤 혜택을 받을 수 있나요?,정석항공과학고를 포함한 거점학교 학생들은 고졸자 후속관리 지원모델 개발 사업을 통해 취업 및 진로 관련 지원 혜택을 받을 수 있습니다.,고졸자 후속관리 지원모델 개발 사업
고등학교 졸업 후 지원 받을 수 있는 사업에 관하여 정보를 알고 싶어요. 어디에 문의해야 하나요?,"고등학교 졸업자를 위한 '고졸자 후속관리 지원모델 개발 사업'에 대해 알고 싶으시다면, 중앙취업지원센터로 문의하실 수 있으며 전화번호는 1599-8297입니다.",고졸자 후속관리 지원모델 개발 사업
"'고졸자 후속관리 지원모델 개발 사업'이 무엇인지 궁금한데, 상세한 정보와 도움을 어디서 받을 수 있을까요?",해당 사업에 대한 자세한 정보 및 도움이 필요하시면 중앙취업지원센터에 연락하시는 것이 좋습니다. 연락처는 1599-8297입니다.,고졸자 후속관리 지원모델 개발 사업
