Question,Answer,Documents
전세자금 대출에 대한 보증을 받으려면 어디로 연락해야 하나요?,"전세자금 대출 보증과 관련된 문의는 한국주택금융공사에 하셔야 합니다. 연락처는 1688-8114이며, 자세한 정보는 홈페이지(http://www.hf.go.kr)를 참조하시기 바랍니다.",전세자금 보증
주거급여는 셀프 보수 주택에도 지원되나요?,"네, 자가가구인 경우 주택의 노후도를 기준으로 경보수, 중보수, 대보수를 구분하여 지원이 가능합니다. 예를 들어 경보수의 경우 최대 457만 원까지 지원받을 수 있으며, 주기는 3년입니다.",주거급여 (맞춤형급여)
"저는 월세 납부 자금을 매달 받고 싶어요. 주거안정 월세대출을 이용할 경우, 매달 받을 수 있는 금액은 어떻게 되나요?",이 대출을 통해서는 매달 최대 40만 원까지의 월세 자금을 2년 동안 지원받으실 수 있습니다.,주거안정 월세대출 (순수 월세 대출 시)
"월세 지원을 받기 위해 은행에서 무엇을 신청해야 하며, 어떤 은행을 방문해야 하나요?","월세를 지원받기 위한 대출 보증은 우리은행, KB국민은행, IBK기업은행, 신한은행, NH농협은행 등에서 신청하실 수 있습니다. 이 중 한 곳을 선택하여 방문하셔서 대출 보증을 신청하시면 됩니다.",주거안정 월세대출 보증
나는 외국인인데 주거취약계층 주거지원을 받고 싶어요. 어디로 신청해야 하나요?,외국인이라도 주거취약계층에 속한다면 지원을 받을 권리가 있습니다. 주거지원 신청은 거주지의 주민센터(행정복지센터)에 가서 진행할 수 있습니다.,주거취약계층 주거지원
청년들이 임대료 부담을 줄일 수 있도록 돕는 서비스의 전화 상담은 어디로 해야 하나요?,청년월세 한시 특별지원 콜센터에서 전화 상담을 제공하고 있습니다. 임대료 부담 경감과 관련한 자세한 지원 내용은 1600-0777로 문의하면 안내받을 수 있습니다.,청년월세 한시 특별지원
문화누리카드로 KTX나 비행기 같은 교통수단 티켓을 구매할 수 있나요?,"예, 문화누리카드는 교통수단 이용시에도 사용 가능하여 국내 여행시 KTX나 비행기 티켓 구매에 활용할 수 있습니다.",통합문화이용권 (문화누리카드)
평생교육바우처를 신청했을 때 통보는 어떻게 이루어지나요?,"평생교육바우처의 신청 결과는 신청 시 등록한 연락처로 개별 통지됩니다. 또한, 선정된 신청자에게는 바우처 카드 발급 안내가 포함된 안내문이 발송되므로, 정확한 연락처와 주소지 정보를 제출해야 합니다.",평생교육바우처
제가 사는 지방자치단체에서 행복주택을 어떻게 신청하는지 궁금해요.,귀하가 거주하는 지자체의 행복주택 담당부서에 문의하시면 지역별 행복주택 신청 절차와 조건에 대한 자세한 안내를 받으실 수 있습니다. 지자체 홈페이지에서 연락처를 확인 가능합니다.,행복주택 공급
"제가 사회적 지원이 필요한데, 어딜 가야 받을 수 있을까요?","사회적 지원이 필요하신 경우, 귀하의 거주지역 읍면동 주민센터(행정복지센터)에 방문하셔서 희망복지지원단 통합사례관리사업에 대해 문의하고 신청하실 수 있습니다.",희망복지지원단 통합사례관리사업
국민건강보험공단에 연락하려면 어떤 방법이 있나요?,"전화로 바로 연락이 가능합니다. 국민건강보험공단의 번호는 1577-1000입니다. 또한, 웹사이트 방문을 통해 온라인 문의도 가능합니다.",건강보험 임의계속가입제도
'고교 취업연계 장려금'을 받고 싶은데 어디서 어떻게 요청해야 하나요?,'고교 취업연계 장려금' 신청은 한국장학재단의 웹사이트나 그들의 모바일 애플리케이션을 통해 할 수 있습니다. 한국장학재단에 접속하여 신청서를 작성하고 필요한 자료를 제출하는 과정을 통해 요청을 진행하면 됩니다.,고교 취업연계 장려금
고령자 계속고용장려금을 신청하고 싶어요. 어떻게 해야 하나요?,고령자 계속고용장려금 신청은 고용보험 누리집(http://www.ei.go.kr)을 통해 접수하거나 가까운 고용센터를 방문하여 할 수 있습니다.,고령자 계속고용장려금
대기업에서 고령자 고용시 지원금을 받으려면 과거 3년과 비교해서 몇 명을 추가로 고용해야 하나요?,"대기업에서도 과거 3년 평균 대비 추가로 고용한 고령자 수에 따라 지원금을 받을 수 있으며, 지원금은 인원 수에 관계없이 1인당 30만 원씩 지급됩니다. 단, 지원 인원은 피보험자의 30% 또는 최대 30명으로 한정됩니다.",고령자 고용지원금
고졸자를 대상으로 하는 후속관리 지원모델 개발 사업 신청은 어디에서 할 수 있나요?,고졸자 후속관리 지원모델 개발 사업 신청은 전국의 17개 거점학교 또는 중앙취업지원센터를 통해 문의하실 수 있습니다.,고졸자 후속관리 지원모델 개발 사업
국민내일배움카드제를 처음 신청하고자 하는데 어디로 가야 하나요?,국민내일배움카드 제도 신청은 가까운 고용센터를 직접 방문하거나 HRD-Net 웹사이트를 통해 온라인으로 신청할 수 있습니다.,국민내일배움카드제
3개월 평균 소득이 150만 원일 때 국민연금 실업크레딧에 따른 실직자의 인정소득과 연금보험료는 각각 얼마인가요?,"인정소득은 70만 원, 연금보험료는 6만 3000원입니다.",국민연금 실업크레딧
국민취업지원제도에서 구직자의 취업활동계획 수립을 위한 서비스로 무엇이 제공되나요?,국민취업지원제도에서는 심층상담을 통해 구직자의 개별 역량 및 의지를 파악하여 개인별 취업활동계획을 수립할 수 있도록 지원합니다.,국민취업지원제도
근로장려금 상반기 소득분 신청 기간은 언제인가요?,상반기 소득분 근로장려금 신청 기간은 9월 1일부터 9월 15일까지입니다.,근로장려금
내일이룸학교가 학력취득 지원을 어떻게 해주는지 궁금합니다.,"학교는 검정고시 준비 지원을 비롯하여 예체능 활동, 심리상담 등을 통해 훈련생의 학력취득 및 특기적성 개발을 돕고 있습니다.",내일이룸학교
"직업 훈련을 찾고 있는데, 산업계가 주도하는 프로그램은 뭐가 있을까요?",한국산업인력공단에서 운영하는 산업계 주도 청년 맞춤형 훈련 프로그램에 대한 정보는 전화번호 1644-8000 또는 공식 사이트 http://www.i-hrd.net 에서 확인하실 수 있습니다.,산업계 주도 청년 맞춤형 훈련
신중년 경력형 일자리 지원을 위해 어떤 기준이 적용되는지 알고 싶어요. 만 50세 이상이라면 누구나 지원이 가능한 건가요?,"신중년 경력형 일자리 프로그램은 만 50세 이상 70세 미만의 퇴직 전문 인력을 대상으로 하며, 이들은 최소 3년 이상의 전문 경력을 요구합니다. 또한 지역사회 서비스에 참여하고자 하는 열정과 관심이 중요한 기준으로 간주됩니다.",신중년 경력형 일자리
신중년 적합직무 고용장려금 신청은 인터넷과 오프라인 어느 쪽이 더 편리한가요?,"편리함은 각 개인의 상황에 따라 다를 수 있으나, 온라인 신청은 언제 어디서나 가능하여 시간적 제약이 적고, 오프라인 신청은 직접 상담을 받으며 진행할 수 있다는 장점이 있습니다.",신중년 적합직무 고용장려금
계약직 근무 중 계약기간 만료로 회사를 떠나게 됐어요. 이럴 때 실업급여를 신청할 수 있나요?,"네, 계약기간 만료로 이직한 경우에도 신청 자격이 있습니다. 단, 회사를 그만두기 이전 18개월 동안 180일 이상 고용보험에 가입되어 있었는지 확인해야 합니다.",실업급여
"여성 인턴십 프로그램 참여 시, 정규직 전환 이후의 인센티브는 무엇이 있나요?","정규직으로 전환된 여성 인턴이 6개월 이상 계속 근무할 경우, 인턴 본인은 60만 원의 고용유지 장려금을 받게 되며, 해당 기업 역시 80만 원의 장려금을 지원받게 됩니다.",여성 경제활동 촉진 지원사업
입주 기업이 창업보육실에서 지원받을 수 있는 최대 기간은 얼마인가요?,창업보육실 입주기업은 최대 3년까지 지원을 연장 받을 수 있습니다.,여성기업 종합지원센터 운영
여성이 경영하는 기업도 판로역량 강화지원을 신청할 수 있나요?,"네, 여성이 경영하는 기업 중 소비재를 생산하거나 판매하는 기업이라면 신청 가능합니다.",여성기업 판로역량 강화지원
여성기업 확인을 위한 문서를 받으려면 어떻게 해야 하나요?,"여성기업 확인을 위한 문서, 즉 여성기업 확인서는 한국여성경제인협회로 문의하여 발급받을 수 있습니다.",여성기업 확인서 발급
여성창업액셀러레이팅 후속지원은 어떤 내용을 포함하고 있나요?,"후속지원은 주로 프로그램 종료 후의 사업 성장을 돕기 위한 다양한 지원이 포함되어 있으며, 8월 이후부터 제공됩니다.",여성창업액셀러레이팅
제가 여성특화제품 해외 진출 지원 사업에 참여하고 싶은데 어떤 교육을 받게 되나요?,수출 교육을 받게 됩니다. 해당 교육은 2월부터 3월 사이에 진행되니 참여를 원하시면 그 기간 동안 신청하시면 됩니다.,여성특화제품 해외 진출 지원
일학습병행제에서 지원하는 현장훈련 학습도구는 무엇인가요?,일학습병행제를 통해 학습기업은 현장에서 필요한 훈련 학습도구를 지원받을 수 있습니다. 이는 실제 작업 환경에 필요한 도구 및 기기를 포함할 수 있습니다.,일학습병행제
자녀장려금을 정해진 기간 내에 신청하려면 언제 신청해야 하나요?,자녀장려금을 정해진 기간 내에 신청하려면 매년 5월 내에 신청을 완료해야 합니다.,자녀장려금
기초생활수급자인데 추가 소득을 얻을 수 있는 복지 프로그램이 있을까요?,"네, 근로 능력이 있으시다면 자활근로 프로그램에 참여하셔서 추가 소득을 얻으실 수 있습니다.",자활근로
워크넷에서 정부지원 일자리를 확인하고 싶어요. 어떻게 찾아볼 수 있나요?,워크넷 누리집에 접속하여 '정부지원 일자리'라는 키워드로 모집공고를 검색하시면 현재 모집 중인 일자리 정보를 확인할 수 있습니다.,정부지원 일자리 제공
중앙취업지원센터가 지원하는 취업우수 기업 지원정책은 어떤 내용을 포함하나요?,"중앙취업지원센터가 지원하는 취업우수 기업 지원정책은 우수기업의 취업 기회 제공은 물론, 지원정책 발굴과 같은 활동을 포함합니다.",중앙취업지원센터 운영
중장년 창업자로 센터 입주를 희망할 때 주의해야 할 점이 무엇인가요?,"입주를 원하는 중장년 창업자는 센터별로 진행되는 별도의 공모를 주시해야 하며, 심사를 통해 선정되는 과정에 대비해야 합니다. 각 센터의 공간운영 현황에 따라 다른 절차가 적용될 수 있으니 주의가 필요합니다.",중장년 기술창업센터 지원
창업기숙사에 어떻게 신청할 수 있나요?,창업기숙사 사업은 한국장학재단 누리집에서 온라인으로 신청할 수 있습니다.,창업기숙사 사업
새로운 디지털 기술을 배우고 싶어요. K-Digital Training 어떻게 등록하나요?,K-Digital Training 과정에 등록하기 위해서는 HRD-Net 웹사이트를 통한 온라인 수강신청 절차를 밟아야 합니다.,첨단산업 디지털 핵심 실무인재 양성훈련(K-Digital Training)
생계급여 수급 중인 청년이 청년내일저축계좌를 이용할 경우 특별한 혜택이 있나요?,"네, 생계급여를 수급하는 청년은 청년내일저축계좌를 통해 정책대상별 추가지원금인 근로소득공제금을 받을 수 있는 특별 혜택이 있습니다.",청년내일저축계좌
청년내일채움공제의 목적은 무엇인가요?,"청년내일채움공제의 목적은 노동시장에 신규 진입하는 청년의 초기 경력 형성을 지원하고, 중소기업의 인력 미스매치 문제를 해소하는 데 있습니다.",청년내일채움공제
청년 일자리를 증진시키기 위한 장려금 신청은 어디서 해야 하나요?,청년일자리도약장려금은 사업 누리집 모집공고부터 신청 절차까지 해당 사이트(http://www.work.go.kr/youthjob)에서 가능합니다. 기업의 위치한 관할 운영기관을 선택하여 참여 신청하면 됩니다.,청년일자리도약장려금
신청자가 많은 경우 K-Move 스쿨 연수생 선발 절차는 어떻게 이루어지나요?,"연수 참가를 희망하는 인원이 많아지면, 연수기관에서는 결정된 정원에 맞추어 선발 과정을 거치게 됩니다. 선발 과정은 신청자의 자격 조건 확인 및 면접 등을 통해 이루어질 수 있습니다.",해외취업 지원
허그일자리지원 프로그램은 어떤 기능을 하나요?,허그일자리지원 프로그램은 법무 서비스를 필요로 하는 개인에게 직업 훈련과 재정적 지원을 제공하여 취업 기회를 높여주는 역할을 합니다.,허그일자리지원 프로그램
취업 연계 프로그램에 참여하기 위해 어디로 전화해야 하나요?,취업 연계 프로그램에 참여하고자 하신다면 한국장학재단의 취업연계지원 상담센터로 전화주시면 됩니다. 필요한 번호는 1800-0499입니다.,현장실습 기업현장 교육지원
"졸업 직전인 직업계고 3학년 학생으로서 현장실습에 참여할 예정인데, 어떤 추가적인 혜택을 기대할 수 있나요?","직업계고 3학년 학생으로서 2023학년도 산업체 채용형 현장실습에 참여하게 되면, 정부에서 제공하는 현장실습 지원금을 받을 수 있는 자격이 주어집니다. 이 지원금은 실습으로 인한 경제적 부담을 줄이는 데 도움이 됩니다.",현장실습 지원금
희망저축계좌 신청 후 기간 내에 입금을 못 했을 때 어떻게 되나요?,"희망저축계좌의 경우 일정 기간 내에 정해진 금액을 입금해야 하는데, 이를 이행하지 못했을 때는 지원 혜택을 받기 어려울 수 있습니다. 구체적인 사항은 129번 보건복지상담센터에 문의하여 안내받으시는 것이 좋습니다.","희망저축계좌(Ⅰ, Ⅱ)"
부동산 임대업을 하는 사람도 출산급여 지원을 받을 수 있나요?,"아니요, 부동산 임대업을 하는 사람은 고용보험 미적용자 출산급여 지원 대상에서 제외됩니다. 대신 다른 복지 프로그램이나 지원책을 찾아볼 필요가 있습니다.",고용보험 미적용자 출산급여 지원
첫만남이용권 포인트는 온라인 쇼핑몰에서도 사용할 수 있나요?,"네, 첫만남이용권으로 온라인 쇼핑몰에서도 쇼핑이 가능합니다. 다만, 전자상거래 상품권이나 특정 제외되는 업종을 제외하고 대부분의 상품 및 서비스 결제에 사용할 수 있습니다.",첫만남이용권(국민행복카드)
표준모자보건수첩을 집으로 배송받으려면 어떤 비용이 드나요?,택배로 표준모자보건수첩을 받으시려면 착불 비용이 발생할 수 있습니다.,표준모자보건수첩 제공
출생일로부터 5년이 지난 조산아의 부모님은 외래진료 시 본인부담금을 얼마나 내야 하나요?,"출생일로부터 5년이 지나면, 조산아의 부모님은 정상적인 본인부담금 비율을 지불하게 됩니다.",조산아 및 저체중출생아 본인부담금 경감
고위험 임신 질환이 있는데 의료비 지원을 받을 수 있을까요?,"네, 19대 고위험 임신질환으로 진단받고 입원치료를 받으시는 경우 의료비 지원을 받으실 수 있습니다.",고위험 임산부 의료비 지원
만 0세 아기를 집에서 돌보게 될 경우 부모가 받을 수 있는 금액은 얼마인가요?,"만 0세 아동을 가정에서 양육할 경우, 부모는 월 70만 원의 현금을 지급받을 수 있습니다.",부모급여
누리과정에 해당하는 아이들 교육비 지원을 받으려면 어떻게 해야 하나요?,"누리과정의 유아학비 지원을 받고자 하신다면, 에듀콜센터(1544-0079)로 연락해 신청 절차를 진행하시면 됩니다.",만 3세 이상 5세 이하 누리과정 지원
처음 듣는 국민행복카드 신청은 어디에서 가능한가요?,"국민행복카드는 BC카드, 삼성카드, 롯데카드, KB국민카드, 신한카드 등에서 신청가능하며, 국민건강보험공단이나 보건복지상담센터에서도 신청절차를 안내 받을 수 있습니다.","건강보험 임신,출산 진료비(국민행복카드)"
"만약 기저귀와 조제분유 구매에 사용할 수 있는 지원금이 한정되어 있다면, 어떻게 분배해서 사용하는 것이 이상적인가요?",지원금은 총 18만 원의 범위 내에서 자유롭게 분배하여 기저귀나 조제분유 구매에 사용할 수 있으므로 사용자의 필요에 따라 융통성 있게 사용하는 것이 가장 이상적입니다.,"저소득층 기저귀,조제분유 지원"
선천성 대사 이상 검사 비용을 지원받으려면 언제까지 신청해야 하나요?,출생일로부터 1년 이내에 검사비용 지원 신청을 해야 합니다.,선천성대사 이상 검사 및 환아관리
분만취약지역에 사는데 추가 지원이 있다고 들었어요. 얼마나 받을 수 있죠?,"분만취약지역에 30일 이상 거주하고 계신 경우, 기본 지원 외에 추가로 20만 원을 더 지원받을 수 있습니다.","임신,출산 진료비(의료급여)"
의료급여로 출산 진료비를 지원받으려면 어떤 번호로 연락해야 하나요?,"의료급여로 출산 진료비 지원을 받기 위해선 보건복지상담센터에 문의하셔야 하며, 그 번호는 129입니다.","임신, 출산 진료비(의료급여)"
"내가 넷째 아이를 출산했을 때, 국민연금 출산크레딧 적용을 위한 총 추가 가입기간은 얼마인가요?","넷째 아이에 대해 18개월의 가입기간이 추가되므로, 일곱 번째 자녀를 제외하고 앞선 3명의 자녀에 대한 추가산입기간(총 30개월)을 합해 총 48개월의 국민연금 가입기간이 추가됩니다.",국민연금 출산크레딧
만약 한 사업장에서 대체인력을 고용하는 경우 지원금은 어떻게 계산되나요?,"대체인력을 고용하는 경우, 업무인수인계 기간(최대 2개월)에는 1인당 월 120만 원을, 출산전후휴가 기간 중 고용했을 때에는 월 80만 원을 지원받을 수 있습니다. 정해진 조건에 따라 지급 방식이 결정됩니다.",출산육아기 고용안정장려금(대체인력 지원금)
"출산한 가정이 산모,신생아 건강관리 지원사업에 해당하는지 알아보려면 무엇을 기준으로 보아야 하나요?","출산 가정이라면 기초생활수급자 여부, 차상위계층 여부, 그리고 건강보험료 본인부담금 합산액이 기준 중위소득 150% 이내인지를 기준으로 자격 여부를 확인할 수 있습니다.","산모,신생아 건강관리 지원사업"
보건소에서 임산부에게 주는 철분제와 엽산제 혜택이 모든 지역에서 똑같나요?,"아니요, 보건소마다 지원대상 및 지원내용이 다를 수 있어 지역별로 확인이 필요합니다.","임산부 철분제,엽산제 지원"
보건복지상담센터를 통해 임산부가 받을 수 있는 보조 제품은 무엇이 있나요?,보건복지상담센터에서는 임산부의 건강을 위한 철분제와 엽산제 지원에 관한 정보를 제공합니다. 상담 센터로 직접 전화하시면 자세한 안내를 받으실 수 있습니다. 연락처는 129번입니다.,"임산부 철분제,엽산제 지원
---"
출산 휴가 중인데 급여 지원 신청은 어디서 하나요?,출산 휴가 급여 지원 신청은 고용노동부 고객상담센터로 문의하시거나 고용보험 누리집에서 진행하실 수 있습니다.,"출산전후(유산,사산)휴가 급여 지원"
중위소득 60%에 해당하는 청소년부모 가구 아동양육비 지원기준에 따라 4인 가구가 받게 되는 금액을 알려주세요.,"해당 기준에 따르면, 4인 청소년부모 가구는 324만 578원의 아동양육비를 받습니다.",청소년부모 아동양육비 지원
