Question,Answer,Documents
"Ⅰ유형 국가장학금의 경우, 학자금 지원구간 4구간에서 6구간 사이는 최대 얼마까지 지원 가능한가요?",학자금 지원구간 4구간에서 6구간 사이는 최대 390만원까지 지원받을 수 있습니다.,"국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
다자녀 가구의 셋째 자녀 이상은 국가장학금 지원 측면에서 어떤 혜택을 받나요?,다자녀 가구의 셋째 자녀 이상은 학자금 지원 1구간부터 8구간까지 모두 등록금 전액을 지원받습니다.,"국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
국가장학금 Ⅱ유형은 어떻게 차별화 되어 지원되나요?,국가장학금 Ⅱ유형은 각 참여 대학의 자체 선발기준에 따라 차등 지원되며 특별한 경우 10구간까지도 지원이 가능합니다.,"국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
국가장학금 제도 중 다자녀 가구에 대한 지원에서 둘째 자녀는 어떤 혜택을 받을 수 있나요?,"다자녀 가구의 둘째 자녀는 기초, 차상위가구에 한해 등록금 전액을 지원받거나, 소득 구간에 따라 최대 700만원까지 지원받을 수 있습니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
1구간부터 3구간 사이의 가구가 국가장학금 Ⅰ유형으로 얼마까지 지원받을 수 있나요?,1구간부터 3구간 사이의 가구는 최대 520만원까지 국가장학금 Ⅰ유형을 지원받을 수 있습니다.,"국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
국가장학금 신청 방법이 궁금합니다. 어디에서 해야 하나요?,국가장학금 신청은 한국장학재단 공식 웹사이트와 전용 모바일 앱을 통해 할 수 있습니다.,"국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
한국장학재단에서 어떤 장학금을 신청할 수 있나요?,"한국장학재단에서는 국가장학금 Ⅰ, Ⅱ유형 뿐만 아니라, 다자녀(세 자녀 이상) 제도도 신청할 수 있습니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
국가장학금 신청은 모바일로도 가능한가요?,"네, 국가장학금은 전용 모바일 앱을 통해서도 신청할 수 있습니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
한국장학재단 웹사이트 주소를 알려주세요.,한국장학재단 웹사이트 주소는 https://www.kosaf.go.kr 입니다.,"국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
다자녀 가정도 국가장학금 혜택을 받을 수 있나요?,"예, 세 자녀 이상을 둔 다자녀 가정은 특수 장학 제도를 통해 혜택을 받을 수 있습니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
국가장학금 Ⅰ유형과 Ⅱ유형의 차이점은 무엇인가요?,"국가장학금 Ⅰ유형과 Ⅱ유형은 소득분위와 학력성적 기준에 따라 지급되는 차이가 있으며, 각각의 상세한 조건은 한국장학재단 웹사이트를 참고하시는 것이 좋습니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
국가장학금에 대한 자세한 정보와 신청 방법이 궁금한데 어디로 연락해야 하나요?,"한국장학재단의 국가장학금에 대해 자세히 알아보고 싶으시다면 한국장학재단 콜센터(1599-2000)로 전화하시거나, 홈페이지(https://www.kosaf.go.kr)를 방문하여 신청 방법 및 정보를 확인하실 수 있습니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
삼남매 이상 가정에 대한 특별 장학제도가 있다고 들었어요. 어떻게 알아볼 수 있나요?,"네, 세 자녀 이상 가정을 위한 다자녀 장학제도가 있습니다. 이와 관련된 상세한 정보는 한국장학재단에 직접 문의하실 수 있고, 전화(1599-2000) 또는 한국장학재단 웹사이트(https://www.kosaf.go.kr)를 통해 확인하실 수 있습니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
한국장학재단의 국가장학금 I유형과 II유형의 차이점을 알고 싶습니다.,"국가장학금 I유형과 II유형의 구체적인 차이점에 대해서는 한국장학재단 콜센터(1599-2000)로 문의하시거나, 한국장학재단 웹사이트(https://www.kosaf.go.kr)에서 자세한 안내를 받으실 수 있습니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
국가장학금 신청 마감일이 어떻게 되나요?,"국가장학금의 신청 마감일은 매 학기마다 다를 수 있으므로, 최신 정보를 얻기 위해서는 한국장학재단(1599-2000)으로 연락하거나 공식 홈페이지(https://www.kosaf.go.kr)를 확인해주시길 바랍니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
국가장학금 Ⅱ유형을 신청하고 싶은데 어디서 어떻게 해야 하나요?,"국가장학금 Ⅱ유형의 신청 절차에 관해서는 한국장학재단의 전화상담(1599-2000)을 이용하시거나, 공식 웹사이트(https://www.kosaf.go.kr)에서 신청 방법을 찾아보실 수 있습니다.","국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
다자녀 가정임을 증빙하려면 어떤 서류가 필요한가요?,다자녀 가정으로 인정받기 위한 증빙 서류에 대한 자세한 정보는 한국장학재단에 문의(1599-2000)를 통해 안내받을 수 있습니다. 또한 한국장학재단의 홈페이지(https://www.kosaf.go.kr)에도 관련 정보가 제공됩니다.,"국가장학금 Ⅰ, Ⅱ유형, 다자녀(세 자녀 이상)"
만 12세 이하의 아이를 둔 가정이 정부 지원을 받을 수 있는 국내 사업의 이름은 무엇인가요?,가정에서 만 12세 이하의 아이를 둔 경우 '아동통합서비스 지원(드림스타트사업)'을 통해 정부 지원을 받을 수 있습니다.,아동통합서비스 지원(드림스타트사업)
초등학생 자녀를 둔 취약계층 가정에게 제공되는 복지 서비스는 어디에서 정보를 얻을 수 있나요?,취약계층에 속하는 초등학생 자녀를 둔 가정은 '아동통합서비스 지원(드림스타트사업)'에 관해 정보를 얻고 지원을 신청할 수 있습니다.,아동통합서비스 지원(드림스타트사업)
임산부와 그 가정이 받을 수 있는 지원 프로그램에는 어떤 것이 있나요?,임산부를 포함한 가정은 '아동통합서비스 지원(드림스타트사업)' 프로그램을 통해 다양한 지원을 받을 수 있습니다.,아동통합서비스 지원(드림스타트사업)
드림스타트 사업 제공 서비스 중 정서 발달을 돕는 프로그램은 무엇인가요?,"정서 발달을 돕기 위한 드림스타트 사업의 서비스로는 치료지원, 문화체험 및 양육지원 프로그램 등이 있습니다.",아동통합서비스 지원(드림스타트사업)
아동통합서비스 지원에서 건강 관련 제공되는 서비스는 구체적으로 어떤 내용이 있나요?,"건강 관련 서비스로는 건강검진 및 예방, 산전산후 관리 등을 포함하여 아동의 신체적 건강을 지원하는 다양한 프로그램이 제공됩니다.",아동통합서비스 지원(드림스타트사업)
드림스타트 사업은 어떤 아동들에게 서비스를 제공하나요?,드림스타트는 가정 방문을 통해 조사된 양육 환경과 아동 발달 상태에 따라 필요한 아동들에게 맞춤형 통합서비스를 제공합니다.,아동통합서비스 지원(드림스타트사업)
드림스타트 사업의 '기초학습지원'이란 구체적으로 어떤 서비스를 말하나요?,'기초학습지원'은 아동의 인지 발달과 교육적 필요를 지원하기 위해 기본적인 학습능력 향상을 도모하는 프로그램을 포함합니다.,아동통합서비스 지원(드림스타트사업)
부모 및 가족지원 서비스에 포함되는 내용은 무엇이 있나요?,"부모 및 가족지원 서비스에는 전문상담, 부모교육 프로그램, 가족 문화활동 지원 등 가족 단위의 포괄적인 지원이 포함됩니다.",아동통합서비스 지원(드림스타트사업)
드림스타트 사업은 어떤 방법으로 아동들의 필요를 파악하나요?,"드림스타트 사업은 가정방문을 통해 아동의 양육환경과 아동 발달 상태를 조사하며, 이를 기준으로 아동의 필요에 맞는 맞춤형 통합서비스를 제공합니다.",아동통합서비스 지원(드림스타트사업)
드림스타트사업에 참여하고 싶어요. 어디서 신청할 수 있나요?,드림스타트사업에 참여하시려면 가까운 시군구청의 드림스타트 담당 부서나 읍면동 주민센터 혹은 행정복지센터에 방문하여 상담 후 신청하실 수 있습니다.,아동통합서비스 지원(드림스타트사업)
제가 사는 동네에서 드림스타트 사업 신청을 도와주는 곳을 찾고 싶어요. 어떻게 찾을 수 있을까요?,거주하시는 지역의 행정복지센터를 방문하시거나 시군구청에 문의하시면 드림스타트 사업에 대한 안내 및 신청 절차에 대해 도움을 받으실 수 있습니다.,아동통합서비스 지원(드림스타트사업)
"아이를 위한 복지 서비스를 이용하고 싶은데, 드림스타트사업에 대해 어디에서 조언을 구할 수 있나요?","아이를 위한 드림스타트사업에 대한 조언을 받으시려면, 귀하의 거주지역 내 시군구청 또는 읍면동 행정복지센터에 방문하여 상담을 요청하실 수 있습니다.",아동통합서비스 지원(드림스타트사업)
드림스타트 사업에 대해 좀 더 알아보고 싶어요. 어디서 정보를 얻을 수 있나요?,"드림스타트 사업에 관한 자세한 정보는 보건복지상담센터(129)에 전화하거나, 주소지 시군구의 드림스타트 사무소에 문의하시거나, 드림스타트의 공식 웹사이트(http://www.dreamstart.go.kr)에서 확인하실 수 있습니다.",아동통합서비스 지원(드림스타트사업)
아이가 있는데 드림스타트 사업의 혜택을 받을 수 있는 조건이 무엇인가요?,"드림스타트 사업은 만 12세 미만 아동 중 건강, 교육, 복지 등의 통합서비스가 필요한 가정을 대상으로 합니다. 구체적인 자격 요건과 서비스 내용은 가까운 드림스타트 센터나 홈페이지를 통해 확인해보실 수 있어요.",아동통합서비스 지원(드림스타트사업)
아동통합서비스 지원을 위해 드림스타트를 판단하는 기준이 있나요?,"네, 드림스타트 사업 참여 가능 여부는 아동과 가정의 필요도 및 위기 상황을 종합적으로 고려하여 결정됩니다. 구체적인 평가 기준은 가까운 드림스타트 센터를 통해 상담 받으실 수 있습니다.",아동통합서비스 지원(드림스타트사업)
저희 지역에서 드림스타트 사업을 진행하려면 어디에 문의해야 하나요?,귀하의 거주 지역 내에서 드림스타트 사업을 진행하려면 지방자치단체 및 해당 시군구의 드림스타트 사무소에 문의하시면 됩니다. 보건복지상담센터(129)로도 연락이 가능합니다.,아동통합서비스 지원(드림스타트사업)
드림스타트 사업의 지원 대상자가 되는 아동은 어떤 서비스를 받을 수 있나요?,"드림스타트 사업의 지원을 받는 아동은 건강, 교육, 복지 등 아동의 성장에 필요한 통합적인 서비스를 제공받게 됩니다. 자세한 서비스 내용은 드림스타트 홈페이지 또는 가까운 드림스타트 센터에서 안내받으실 수 있습니다.",아동통합서비스 지원(드림스타트사업)
지역사회에서 드림스타트 사업이 어떤 방식으로 운영되는지 궁금해요.,"드림스타트 사업은 지역사회의 자원을 활용하여 다양한 전문기관들과 협력하며, 아동과 가정에 맞춤형 서비스를 제공하는 방식으로 운영됩니다. 지역 내 드림스타트 센터를 통해 상세한 프로그램 운영 내용을 알아보실 수 있습니다.",아동통합서비스 지원(드림스타트사업)
혹시 중증질환으로 병역판정검사시 특별한 배려가 필요한 복지제도가 따로 있나요?,"네, 있습니다. 악성혈액질환이나 특정 중증질환으로 진단받은 병역판정검사 대상자를 위한 '신체적 배려대상자 지원제도'가 존재합니다. 이 제도에 따르면 재생불량성빈혈, 백혈병 등의 대상질환을 가진 개인이 지원받을 수 있습니다.",신체적 배려대상자 지원
재생불량성빈혈이 있는데 병역과 관련해 어떤 지원을 받을 수 있을까요?,"재생불량성빈혈을 겪고 계시다면 '신체적 배려대상자 지원제도'의 혜택을 받으실 수 있습니다. 이는 중증질환을 가진 병역판정검사대상자를 위한 지원으로, 해당 조건에 부합한다면 제대로된 지원을 받게 됩니다.",신체적 배려대상자 지원
랑게르한스 조직구증을 가진 개인이 병역 의무와 관련해 지원받을 수 있는 제도가 있나요?,"예, 있습니다. 랑게르한스 조직구증을 앓고 있는 사람은 신체적 배려대상자 지원제도를 통해 병역 의무와 관련된 특별 지원을 받을 수 있습니다. 전신적 항암치료를 받는 경우에도 해당되므로 신청을 고려해볼 수 있습니다.",신체적 배려대상자 지원
골수이형성증후군 환자도 병무청에서 특별한 지원을 받을 수 있나요?,"네, 그렇습니다. 골수이형성증후군을 포함하여 일정 중증질환을 가진 병역판정검사대상자는 신체적 배려대상자 지원제도를 통해 병역 의무와 관련한 지원을 받을 수 있습니다.",신체적 배려대상자 지원
병역판정검사 때 혈액암을 앓고 있었던 사람도 지원을 받을 수 있나요?,"예, 가능합니다. 혈액암을 비롯한 특정 중증질환으로 진단된 병역판정검사대상자는 신체적 배려대상자 지원제도에 의거해 지원을 신청할 수 있으며, 관해 후 5년이 경과한 경우에도 지원 대상에 포함됩니다.",신체적 배려대상자 지원
"제 동생이 애디슨병을 진단받았는데, 병역 의무와 관련해서 어떤 도움을 받을 수 있을까요?",애디슨병을 진단받은 경우 동생분은 신체적 배려대상자 지원제도를 통해 병역과 관련된 특별한 지원을 신청할 수 있습니다. 이 제도는 여러 중증질환에 대하여 병무청이 제공하는 지원 조치에 해당합니다.,신체적 배려대상자 지원
신체적으로 배려가 필요한 사람이 병역판정을 받기 위한 절차는 어떻게 다른가요?,신체적 배려대상자의 경우 병역판정검사 대신 서류심사로 병역 처분을 받을 수 있습니다. 이는 본인의 상황에 맞는 서류를 준비하여 제출하면 됩니다.,신체적 배려대상자 지원
신체적 장애가 있는 경우 병역 의무에 어떤 절차를 거치게 되나요?,"신체적 장애를 가진 이들은 일반적인 병역판정검사 대신 서류를 통한 심사로 병역 처리를 받게 됩니다. 즉, 신체검사를 받지 않고 필요 서류를 제출하여 병역판정을 받을 수 있습니다.",신체적 배려대상자 지원
병역 의무를 면제받으려면 반드시 신체검사를 받아야 하나요?,"그렇지 않습니다. 신체적 배려가 필요한 대상자의 경우, 신체검사 대신 서류를 제출하여 심사를 받고 병역 처리를 진행합니다. 따라서 신체 검사를 받지 않을 수 있습니다.",신체적 배려대상자 지원
병역감면을 받기 위해 제출해야 하는 서류는 무엇인가요?,"병역감면을 신청하기 위해서는 병역복무변경 혹은 면제신청서, 개인정보제공동의서, 병무용진단서, 의무기록지 등을 제출해야 합니다.",신체적 배려대상자 지원
신체등급 5·6급으로 병역감면을 받으려면 어느 기관에 서류를 내야 하나요?,신체등급 5·6급의 병역감면을 받기 위해서는 지방병무청에 관련 서류를 제출해야 합니다.,신체적 배려대상자 지원
병역법에서 규정하는 병역감면 사항은 몇 조 몇 항에 해당하나요?,병역법 제64조 제1항 제1호 및 같은 법 시행령 제134조 제1항에 병역감면에 대한 규정이 있습니다.,신체적 배려대상자 지원
병역을 면제받으려면 어떠한 절차를 따라야 하나요?,"병역을 면제받기 위해서는 지방병무청에 병역면제를 위한 서류를 제출하고, 신체등급을 통한 병역감면 여부가 결정되는 절차를 따라야 합니다.",신체적 배려대상자 지원
병무용진단서를 제출해야 하는 이유는 무엇인가요?,병무용진단서를 제출하는 이유는 신체등급을 판단하여 병역감면을 할 수 있는지 여부를 결정하기 위함입니다.,신체적 배려대상자 지원
병역 면제 신청시 필요한 개인정보제공동의서는 어떤 목적으로 사용되나요?,개인정보제공동의서는 신청자의 개인정보를 병무청이 활용할 수 있도록 동의를 얻기 위한 목적으로 사용됩니다.,신체적 배려대상자 지원
신체적 배려대상자 지원에 대해 더 알고 싶어요. 어디로 연락해야 하나요?,신체적 배려대상자 지원과 관련해 더 자세한 정보를 원하시면 직접 병무청 병무민원상담소에 연락해 주세요. 전화번호는 1588-9090입니다.,신체적 배려대상자 지원
병무민원상담소로 어떤 번호로 전화해야 병역 문제에 대해 상담받을 수 있나요?,"병역과 관련된 문제에 대한 상담을 원하실 경우, 병무청 병무민원상담소의 연락처 1588-9090으로 전화하시면 됩니다.",신체적 배려대상자 지원
병무청에서 제공하는 신체적 배려대상자에 대한 지원을 자세히 듣고 싶습니다. 어떻게 하면 되나요?,자세한 내용을 알고 싶으시다면 병무청 병무민원상담소에 직접 전화하셔서 상담을 요청하세요. 연락처는 1588-9090입니다.,신체적 배려대상자 지원
만 12세 여학생인데 HPV 예방접종 비용 지원을 받을 수 있나요?,"네, 만 12세 여성 청소년은 HPV 국가예방접종 지원사업 대상에 해당되므로 비용 지원을 받으실 수 있습니다.",HPV 국가예방접종 지원사업
2006년에 태어난 제 딸이 지원사업 대상인지 궁금해요.,"네, 2006년 출생하신 딸분은 만 12세 이상 17세 이하에 해당되므로 HPV 예방접종 지원사업의 혜택을 받을 수 있습니다.",HPV 국가예방접종 지원사업
"저는 현재 만 24살인데, HPV 예방접종 지원을 받기 위해선 어떤 조건이 필요한가요?","만 18세 이상 26세 이하의 경우, 저소득층에 해당되어야 합니다. 저소득층은 '국민기초생활 보장법' 상의 기초생활보장수급자 또는 차상위계층을 의미합니다.",HPV 국가예방접종 지원사업
HPV 예방접종은 어떤 연령대의 청소년에게 제공되나요?,HPV 예방접종은 만 12세 이상부터 17세 이하의 여성 청소년에게 제공됩니다. 또한 2005.1.1.부터 2011.12.31. 사이에 출생한 여성이 대상입니다.,HPV 국가예방접종 지원사업
차상위계층에 속하는 20대 초반 여성도 HPV 접종 지원을 받을 수 있나요?,"네, 만약 '국민기초생활 보장법'에 의해 차상위계층으로 분류되며 만 18세 이상 26세 이하이며 1996.1.1.부터 2004.12.31. 사이에 출생한 여성이라면, 지원 대상입니다.",HPV 국가예방접종 지원사업
기초생활보장수급자에 해당하는 23세 여성이 HPV 예방접종 지원을 신청하려면 어디로 가야 하나요?,"기초생활보장수급자에 해당하고 만 18세 이상 26세 이하인 경우, 가까운 보건소나 지정된 의료 기관에 방문하여 HPV 예방접종 지원을 위한 조치를 받을 수 있습니다.",HPV 국가예방접종 지원사업
HPV 예방접종 지원사업에서 제공하는 무료 접종 가능한 백신 종류는 어떤 것이 있나요?,HPV 예방접종 지원사업에서 제공하는 무료 접종 가능한 백신은 HPV 2가(서바릭스)와 HPV 4가(가다실)입니다.,HPV 국가예방접종 지원사업
"만약 내가 2010년생이라면, HPV 예방접종 시 얻을 수 있는 추가적인 혜택이 있나요?","네, 만 12세 대상자인 2010년생의 경우, HPV 예방접종과 함께 건강상담 서비스가 제공됩니다.",HPV 국가예방접종 지원사업
만 14세 이하인 경우 HPV 예방접종은 몇 회 실시되나요?,만 14세 이하인 경우 HPV 예방접종은 총 2회 실시됩니다.,HPV 국가예방접종 지원사업
"만 15세 이상 25세 이하인 경우, HPV 예방접종 접종 횟수와 각 접종 간격은 어떻게 되나요?","만 15세 이상 25세 이하인 경우, HPV 예방접종은 총 3회 실시되며, 1차 HPV2 접종 후 1개월 내, 2차 접종 후 5개월 내에 다음 접종을 수행해야 합니다.",HPV 국가예방접종 지원사업
기초생활보장수급자에 속하는 범위는 무엇이 있나요?,"기초생활보장수급자에 속하는 범위에는 생계급여, 의료급여, 주거급여, 교육급여가 있습니다.",HPV 국가예방접종 지원사업
차상위계층이 되기 위한 자격 요건이 궁금합니다. 어디에서 확인할 수 있나요?,"차상위계층의 자격 요건은 상세한 책자에서 확인할 수 있으며, 차상위 장애인, 차상위 본인부담 경감, 차상위 자활, 차상위 계층에 대한 내용을 참고해야 합니다.",HPV 국가예방접종 지원사업
만 18세 이상 26세 이하 저소득층 여성이 HPV 예방접종을 받기 위해 가져가야 할 서류는 무엇인가요?,기초생활보장수급자 또는 차상위계층 확인서류를 지참하고 지정의료기관이나 보건소를 방문하면 됩니다.,HPV 국가예방접종 지원사업
HPV 예방접종을 지원받을 수 있는 나이 제한이 있나요?,"네, 지원 대상은 만 18세 이상 26세 이하 여성에 한정됩니다.",HPV 국가예방접종 지원사업
HPV 국가예방접종을 신청하려면 어떤 기관을 방문해야 하나요?,지정의료기관 또는 보건소를 방문하여 신청할 수 있습니다.,HPV 국가예방접종 지원사업
예방접종을 위해 미리 예방접종도우미 웹사이트에서 어떤 정보를 확인해야 하나요?,지정의료기관의 목록을 예방접종도우미 누리집 웹사이트에서 확인해야 합니다.,HPV 국가예방접종 지원사업
예방접종도우미 웹사이트에서 정보를 확인할 수 없을 때는 어떻게 해야 하나요?,"지자체 상황에 따라 보건소에서 예방접종 정보를 제공해주지 않을 수 있으니, 이 경우 직접 보건소에 문의하여 확인하는 것이 좋습니다.",HPV 국가예방접종 지원사업
저소득층 여성이 지원사업의 혜택을 받기 위해 증명해야 할 소득 기준은 어떻게 되나요?,저소득층 여성은 기초생활보장수급자이거나 차상위계층에 해당함을 증명할 수 있는 서류를 제출해야 합니다.,HPV 국가예방접종 지원사업
