Question,Answer,Documents
저희 동네 노인복지관이나 경로당에서 할 수 있는 프로그램이 무엇이 있나요?,"각 지역 노인복지관이나 경로당은 다양한 프로그램을 운영하고 있어요. 운동 클래스, 컴퓨터 교실, 오락 활동, 건강 강좌 등이 있을 수 있으니, 가까운 복지관이나 경로당에 직접 문의하거나 웹사이트를 확인해 보시는 것이 좋습니다.","노인복지관, 경로당 이용"
경로당을 이용하려면 특별한 자격 조건이 있나요?,경로당은 특별한 자격 조건 없이 지역 내 노인분들이면 누구나 이용할 수 있는 공간입니다. 다만 일부 프로그램이나 서비스의 경우 사전 신청이 필요할 수 있으니 이용을 원하시는 경로당에 방문하셔서 상세한 안내를 받으시는 것이 좋습니다.,"노인복지관, 경로당 이용"
"""디지털배움터는 무슨 목적으로 만들어진 곳인가요?""",디지털배움터는 모든 국민들이 정보기술(IT)를 배우고 디지털 역량을 강화할 수 있도록 설립된 교육 플랫폼입니다.,디지털배움터
"""디지털 배움터의 수강 대상에는 어떤 제한이 있나요?""","디지털배움터의 수강 대상에는 제한이 없으며, IT 기초부터 고급 스킬까지 다양한 수준의 강의를 제공함으로써 모든 연령과 계층의 국민이 이용할 수 있습니다.",디지털배움터
"""디지털 배움터에서는 어떤 종류의 강의를 들을 수 있나요?""","디지털배움터에서는 컴퓨터 기초 사용법부터 코딩, 데이터 분석, 인공지능 등 다양한 디지털 관련 주제들에 대한 강의를 들을 수 있습니다.",디지털배움터
디지털배움터에서는 어떤 교육과정을 무료로 이용할 수 있나요?,"디지털배움터에서는 디지털 기초 교육과 일상생활에 필요한 ICT 활용 교육을 무료로 제공합니다. 여기에는 모바일 사용 방법, 키오스크 이용법 등이 포함되어 있습니다.",디지털배움터
키오스크 사용법도 디지털배움터에서 배울 수 있을까요?,"네, 디지털배움터에서는 키오스크를 포함하여 다양한 디지털 생활기기의 사용법을 배울 수 있습니다. 모든 교육은 무료로 제공되므로 걱정 없이 신청하실 수 있습니다.",디지털배움터
"디지털 기초 교육이 필요한데, 디지털배움터를 어떻게 이용하면 좋을까요?","먼저 디지털배움터의 공식 웹사이트나 가까운 교육 센터를 방문하여 교육 일정과 프로그램을 확인하시고, 온라인이나 현장에서 직접 수강 신청을 하실 수 있습니다. 교육비는 무료이니 편하게 등록하셔서 필요한 교육을 받으시길 바랍니다.",디지털배움터
디지털배움터란 무엇이며 어떻게 신청할 수 있나요?,"디지털배움터는 온라인 학습 플랫폼으로, 교육 콘텐츠를 제공하며 이를 통해 다양한 학습 기회를 제공합니다. 웹사이트(http://디지털배움터.kr) 접속 후 온라인으로 신청하거나, 전화(1800-0096)를 통해 등록할 수 있습니다.",디지털배움터
"""디지털 배움의 장""에 접속하는 방법이 궁금해요.","""디지털 배움의 장""은 디지털배움터의 다른 명칭입니다. 온라인으로 접근하시려면 http://디지털배움터.kr 주소를 웹 브라우저에 입력하시고, 전화로 신청하시려면 1800-0096번으로 연락하시면 됩니다.",디지털배움터
"내가 온라인으로 디지털 교육을 받고 싶어하는데, 추천할 만한 사이트가 있나요?","네, 디지털배움터 웹사이트(http://디지털배움터.kr)를 추천합니다. 이곳에서는 다양한 디지털 교육 콘텐츠를 이용할 수 있고, 웹사이트 접속 또는 전화(1800-0096)를 통해 곧바로 신청할 수 있습니다.",디지털배움터
디지털배움터 관련 문의를 하고 싶어요. 전화번호가 어떻게 되나요?,디지털배움터에 대한 문의는 전화번호 1800-0096으로 하실 수 있습니다.,디지털배움터
디지털배움터 웹사이트 주소를 알려주세요.,디지털배움터의 공식 웹사이트 주소는 http://디지털배움터.kr입니다.,디지털배움터
디지털배움터에 연락하는 다른 방법이 있나요?,디지털배움터에는 전화와 웹사이트 외에 다른 연락 방법이 명시되어 있지 않습니다. 주로 1800-0096 번호나 웹사이트를 통해 문의하실 수 있습니다.,디지털배움터
누가 노후준비서비스를 신청할 수 있나요?,"국민연금에 가입되어 있는 사람뿐만 아니라, 수급권자를 포함한 모든 국민이 신청할 수 있습니다.",노후준비서비스
노후준비서비스 신청 자격에 관해 설명해주세요.,"노후준비서비스의 신청 자격은 특별히 제한되지 않으며, 국민연금 가입자는 물론, 수급권자와 그 외 모든 국민이 포함됩니다.",노후준비서비스
국민연금 가입 여부에 상관없이 노후준비서비스를 이용할 수 있다는 건가요?,"네, 정확합니다. 국민연금에 가입한 사람은 물론이고 가입하지 않은 사람도 포함하여 모든 국민이 노후준비서비스를 신청할 수 있습니다.",노후준비서비스
노후준비서비스에서 제공하는 종합진단지는 어떤 분야를 진단하나요?,"종합진단지는 재무, 건강, 여가, 대인관계 등 네 가지 주요 분야에 대한 노후준비 상태를 진단합니다.",노후준비서비스
노후준비서비스의 상담 내용에는 무엇이 포함되어 있나요?,상담은 진단을 통해 파악된 취약점을 보완하기 위한 영역별 실천 과제와 그 실행 방법에 대한 내용이 포함됩니다.,노후준비서비스
"노후준비서비스 이용을 위해 타 기관으로 연계되는 경우, 어떤 서비스를 받을 수 있나요?","관계기관 연계를 통해 노후준비 관련 타 기관의 서비스 이용, 심층상담 등 One-Stop 서비스를 지원받을 수 있습니다.",노후준비서비스
국민연금공단 노후준비서비스의 강의 내용에는 어떤 것들이 있나요?,"강의는 재무, 건강, 여가, 대인관계 체계에 맞춘 맞춤형 강의로, 노후준비 전문 강사가 진행합니다.",노후준비서비스
노후준비서비스의 사후관리는 어떤 활동을 포함하고 있나요?,"사후관리는 상담 시 설정한 과제의 준수 여부를 주기적으로 점검하고, 필요시 추가 상담이나 정보 제공을 받는 활동을 포함합니다.",노후준비서비스
2022년부터 변경된 노후준비서비스 이용 방법은 무엇인가요?,"2022년 6월부터 국민연금공단과 지자체가 협력하여 서비스 저변을 확대하였으며, 이를 통해 더 편리하게 노후준비서비스를 이용할 수 있게 되었습니다.",노후준비서비스
"노후를 철저하게 준비하고 싶은데, 국민연금공단에서 제공하는 상담 서비스는 어디서 이용할 수 있나요?","국민연금공단의 노후준비서비스는 전국 20개 거점지사에서 방문 상담을 받을 수 있으며, 온라인으로도 상담 신청이 가능합니다.",노후준비서비스
인터넷 사용이 어려운 부모님께 노후 준비 상담을 받게 하고 싶어요. 어떻게 안내해야 하나요?,부모님께서는 가까운 국민연금공단 거점지사를 방문하여 노후 준비에 대한 상담을 직접 받으실 수 있습니다. 지사 위치는 국민연금공단 홈페이지에서 확인하실 수 있습니다.,노후준비서비스
국민연금공단에서 제공하는 노후준비 상담 서비스의 예약은 어떻게 하나요?,"노후준비 상담 서비스 예약은 국민연금공단 홈페이지를 통해 온라인으로 신청할 수 있고, 지사 방문 시에는 사전 예약 없이 상담이 가능할 수도 있지만, 보다 원활한 상담을 위해서는 방문 전에 예약하는 것이 좋습니다.",노후준비서비스
"국민연금공단의 노후준비 관련 서비스에 대해 문의하고 싶어요, 어디로 연락해야 하죠?",노후준비서비스에 관한 문의는 국민연금공단 콜센터(1355)로 하시거나 ‘NPS중앙노후준비지원센터’의 공식 웹사이트(http://csa.nps.or.kr)를 통해서 하실 수 있습니다.,노후준비서비스
‘NPS중앙노후준비지원센터’의 홈페이지 주소를 알려주세요.,'NPS중앙노후준비지원센터'의 웹사이트 주소는 http://csa.nps.or.kr 입니다. 다양한 노후준비 정보를 얻을 수 있어요.,노후준비서비스
노후를 계획하는 데 도움을 받으려면 어떻게 해야 하나요?,국민연금공단에서 제공하는 노후준비서비스를 이용하시면 도움을 받으실 수 있습니다. 전화(1355번) 또는 국민연금공단의 ‘NPS중앙노후준비지원센터’ 웹사이트를 참조하세요.,노후준비서비스
저렴한 노후준비 프로그램을 찾고 있습니다. 국민연금공단에서는 어떤 서비스를 제공하나요?,국민연금공단에서는 다양한 노후준비 프로그램을 제공합니다. 상세 정보와 상담을 원하시면 국민연금 콜센터(1355)에 연락하시거나 웹사이트를 방문해보세요.,노후준비서비스
제가 올바른 노후 계획을 세우고 있는지 확인하고 싶습니다. 어떤 기관에 문의해야 할까요?,"국민연금공단이 제공하는 노후준비서비스를 통해 계획을 점검하실 수 있습니다. 연락처는 1355이며, 더 많은 자료는 'NPS중앙노후준비지원센터' 웹사이트에서 확인 가능합니다.",노후준비서비스
노후준비에 관한 정보를 받으려면 국민연금공단 웹사이트 말고 다른 방법이 있을까요?,"네, 국민연금공단의 콜센터인 1355번으로 전화하셔서 노후준비에 대한 다양한 상담과 정보를 받을 수 있습니다.",노후준비서비스
만 60세 이상의 어르신들이 치매 선별검사를 받으려면 어떤 조건을 갖춰야 하나요?,"만 60세 이상의 모든 어르신들이 치매 선별검사를 받을 수 있으며, 특별히 만 60세 미만이더라도 인지능력 저하가 의심될 경우 선별검사를 받을 수 있습니다.",치매검진 지원
조기 치매 검진이 필요하다고 판단되는 경우 해당되는 연령대는 어떻게 되나요?,조기 치매 검진이 필요하다고 판단되는 경우는 만 60세 미만인 사람들도 해당될 수 있습니다.,치매검진 지원
치매 진단과 감별검사 비용 지원을 받으려면 소득 기준이 어떻게 되나요?,"소득 기준은 기준 중위소득 120% 이하로, 4인 가구 기준 월 648만 2,000원 이하의 소득을 가진 만 60세 이상 어르신들이 지원을 받을 수 있습니다.",치매검진 지원
만약 어르신의 소득이 월 648만 2천원 이상이라면 치매 진단 및 감별검사를 위한 정부 지원을 받을 수 없나요?,"네, 그렇습니다. 정부의 치매 진단 및 감별검사 비용 지원은 소득 기준 중위소득 120% 이하인 어르신들에게만 해당되므로, 이 소득 기준을 초과한다면 정부 지원을 받을 수 없습니다.",치매검진 지원
"치매검진 지원제도에서 선별검사와 진단, 감별검사의 대상자 조건에 차이가 있나요?","네, 차이가 있습니다. 선별검사는 만 60세 이상의 모든 어르신이 대상이지만, 진단 및 감별검사는 만 60세 이상이면서 소득 기준 중위소득 120% 이하인 어르신이 대상입니다.",치매검진 지원
만약 내가 만 57세이고 인지능력 저하가 의심된다면 치매 선별검사를 지원받을 수 있을까요?,"예, 만약 인지능력이 현저히 저하되었다고 판단되는 경우라면 나이에 관계없이 치매 선별검사를 지원받을 수 있습니다.",치매검진 지원
치매 선별검사가 필요할 때 어디서 무료로 받을 수 있나요?,전국 보건소에서 치매 선별검사인 CIST를 무료로 받을 수 있습니다.,치매검진 지원
보건소에서 치매 선별검사 결과 추가 검사가 필요하다면 어떻게 해야 하나요?,"선별검사 결과 정밀검사가 필요한 경우 전국 600여 개소 협약병원에서 추가 진단, 감별검사를 받을 수 있으며 검사비의 일부를 지원받을 수 있습니다.",치매검진 지원
치매 진단검사에는 어떤 종류의 검사들이 포함되어 있나요?,"치매 진단검사는 전문의 진찰, 치매척도검사, 치매신경인지검사, 일상생활척도검사 등이 포함되어 있습니다.",치매검진 지원
협약병원에서 실시하는 감별검사는 어떤 검사들인가요?,"혈액검사, 간기능검사, 신장기능검사, 뇌영상촬영 등의 감별검사가 협약병원에서 실시되며 검사비를 지원받을 수 있습니다.",치매검진 지원
치매 선별검사(CIST)는 어떤 목적으로 실시하는 검사인가요?,CIST는 치매 선별을 위해 실시하는 간단한 인지선별검사입니다.,치매검진 지원
치매 검사비 지원을 받으려면 어떤 조건이 충족되어야 하나요?,"선별검사에서 정밀검사가 필요한 것으로 나타났을 때, 협약병원에서 실시한 검사비에 대해 지원을 받을 수 있습니다.",치매검진 지원
치매 초기 증상이 의심되어 검진을 받고 싶습니다. 어디로 신청해야 하나요?,치매검진을 원하신다면 가까운 보건소 내에 위치한 치매안심센터에 신청하실 수 있습니다.,치매검진 지원
"제 부모님이 치매가 걱정되는데, 무료로 검진 받을 수 있는 곳이 있을까요?","네, 치매 예방 및 관리를 위해 보건소에서 운영하는 치매안심센터에서 지원받으실 수 있는 치매검진 제도가 있습니다.",치매검진 지원
치매 검사에 대한 정부 지원을 받고 싶어요. 절차가 어떻게 되나요?,정부 지원을 받으려면 지역 보건소에 마련된 치매안심센터에 방문하셔서 치매검진 지원제도에 관한 안내와 신청 절차를 받으실 수 있습니다.,치매검진 지원
만약 내가 치매 검사를 받고 싶은데 비용에 대해 지원이 가능한지 궁금하다면 어디로 연락해야 할까요?,치매 검사 비용 지원에 대해 알아보시려면 보건복지상담센터(129) 또는 치매상담콜센터(1899-9988)에 문의하실 수 있습니다.,치매검진 지원
치매상담콜센터는 어떤 정보를 제공하나요?,"치매상담콜센터는 치매 검진 지원제도에 대한 상세 정보, 검진 방법, 그리고 다른 치매 관련 문의 사항에 대해 안내를 제공합니다.",치매검진 지원
치매 예방을 위해 어떤 서비스를 이용할 수 있나요?,"치매 예방 및 조기 발견을 위한 서비스로는 국가에서 실시하는 치매 검진 프로그램이 있으며, 자세한 사항은 보건복지상담센터나 치매상담콜센터를 통해 문의하실 수 있습니다.",치매검진 지원
60세 이상의 치매 환자가 치료비 지원을 받으려면 소득 기준이 어떻게 되나요?,"60세 이상의 치매 환자가 치료비 지원을 받으려면 기준 중위소득 120% 이하, 즉 4인 기준으로 월 648만 2,000원 이하여야 합니다.",치매치료 관리비 지원사업
초로기 치매 환자도 치매치료 관리비 지원사업의 혜택을 받을 수 있나요?,"네, 초로기 치매환자도 이 사업을 통해 지원을 받을 수 있습니다.",치매치료 관리비 지원사업
치매치료제를 복용 중인 어르신이 관리비 지원을 받기 위한 연령 제한은 무엇인가요?,치매치료제를 복용 중인 환자가 관리비 지원을 받기 위해서는 만 60세 이상이어야 합니다.,치매치료 관리비 지원사업
치매치료 관리비 지원은 모든 치매환자에게 해당하나요?,"아니요, 치매치료 관리비 지원은 만 60세 이상이면서 기준 중위소득 120% 이하인 치매환자에게 해당합니다.",치매치료 관리비 지원사업
치매치료 관리비 지원사업의 소득 기준에 대해 자세히 알려주세요.,"이 지원사업의 소득 기준은 가구원이 4인 기준으로 월 648만 2,000원 이하인 경우입니다.",치매치료 관리비 지원사업
치매치료 관리비 지원을 신청하려면 어떤 조건의 치매 진단을 받은 환자여야 하나요?,"치매치료 관리비 지원을 신청하기 위해서는 치매치료제를 복용 중인 만 60세 이상의 환자여야 하며, 소득 기준도 충족해야 합니다.",치매치료 관리비 지원사업
치매 환자의 약제비와 진료비 중 얼마까지를 지원받을 수 있는지 알려주세요.,치매치료 관리비 지원사업을 통해 환자는 약제비와 진료비의 본인부담금을 최대 월 3만 원까지 지원받을 수 있습니다.,치매치료 관리비 지원사업
"우리 부모님이 치매 진단을 받으셨는데, 매달 드는 병원비 중 얼마정도를 도움받을 수 있는지 궁금합니다.",치매치료 관리비 지원사업을 통해 병원에서 발생하는 부모님의 약제비와 진료비에 대한 본인부담금 중 최대 월 3만 원까지 지원이 가능합니다.,치매치료 관리비 지원사업
치매치료 관리비 지원사업에서는 매월 치매 치료에 대한 어떤 비용을 지급하나요?,해당 지원사업은 치매 치료 시 발생하는 본인부담 약제비와 진료비에 대하여 최대 월 3만 원까지의 지원을 제공합니다.,치매치료 관리비 지원사업
만약 치매 환자 가족이라면 어디에서 치매치료 비용에 대한 지원을 신청할 수 있을까요?,치매 환자 가족은 해당 지역의 보건소에 설치된 치매안심센터를 통해 치매치료 관리비 지원사업을 신청할 수 있습니다.,치매치료 관리비 지원사업
지역사회에 거주하는 치매 환자를 돌보는데 있어서 경제적 지원을 받을 수 있는 방법에는 무엇이 있나요?,지역사회에 거주하는 치매 환자를 돌보는 가정은 보건소 치매안심센터를 이용하여 치매치료 관리비 지원사업에 참여하고 이를 통해 경제적 지원을 받을 수 있습니다.,치매치료 관리비 지원사업
우리나라에서 치매 치료비용을 지원받으려면 어떠한 기관을 방문해야 하나요?,우리나라에서 치매 치료비용을 지원받기 위해서는 가까운 보건소에 있는 치매안심센터를 방문하여 치매치료 관리비 지원사업에 대해 안내받고 신청해야 합니다.,치매치료 관리비 지원사업
"할머니가 치매 의심 증상을 보이시는데, 어떻게 지원을 받을 수 있을까요?",치매치료 관리비 지원에 관한 정보는 보건복지상담센터(129)에 문의하시거나 치매상담콜센터(1899-9988)를 통해 상담 받으실 수 있습니다.,치매치료 관리비 지원사업
"치매 관련 비용 지원을 신청하고 싶은데, 어디서 도움을 구할 수 있나요?",치매치료에 필요한 관리비용의 지원을 위해서는 보건복지상담센터(129)에 연락하시거나 치매상담콜센터(1899-9988)에 문의해보실 수 있습니다.,치매치료 관리비 지원사업
"부모님이 치매 치료를 받으시는데, 치료비 부담을 덜 수 있는 서비스는 어디서 알아볼 수 있나요?",부모님의 치료비 부담을 줄이기 위한 치매치료 관리비 지원에 대한 정보는 보건복지상담센터(129)나 치매상담콜센터(1899-9988)로 문의하여 자세히 안내 받으실 수 있습니다.,치매치료 관리비 지원사업
65세 이상인 어르신들 중 어떤 기준을 충족해야 노인맞춤돌봄서비스를 이용할 수 있나요?,"노인맞춤돌봄서비스는 만 65세 이상이며 기초생활수급자, 차상위계층, 또는 기초연금수급자 중에서 독거나 조손가구와 같이 돌봄이 필요한 어르신들이 이용할 수 있습니다.",노인맞춤돌봄서비스
어르신이 노인맞춤돌봄서비스의 이용 여부를 판단하는 데 사용되는 선정도구는 어떤 사항을 평가하나요?,"선정도구는 어르신의 신체, 정신 상태와 사회참여 영역에 대한 취약요인을 조사하여, 서비스 대상자 선정 여부와 제공될 서비스 시간의 범위를 산정합니다.",노인맞춤돌봄서비스
돌봄이 필요한 어르신이 노인맞춤돌봄서비스를 받으려면 어디로 신청해야 하나요?,노인맞춤돌봄서비스를 받고자 하는 어르신은 가까운 주민센터나 노인복지관에 문의하여 신청할 수 있습니다.,노인맞춤돌봄서비스
노인맞춤돌봄서비스를 받기 위한 우선순위는 어떻게 결정되나요?,"노인맞춤돌봄서비스의 대상자 선정도구를 통해 신체, 정신, 사회참여 취약요인을 평가하여 어르신의 우선순위가 결정됩니다.",노인맞춤돌봄서비스
단순히 나이만으로 노인맞춤돌봄서비스 대상자가 될 수 있나요?,"아니요, 대상자는 나이 기준 외에도 기초생활수급자, 차상위계층, 기초연금수급자이면서 돌봄이 필요한 상황에 있는 어르신으로 선정도구에 따른 평가를 통해 결정됩니다.",노인맞춤돌봄서비스
노인맞춤돌봄서비스의 서비스 제공시간은 어떻게 결정되나요?,"서비스 제공시간은 선정도구를 사용하여 평가된 어르신의 신체, 정신, 사회참여 측면에서의 취약요인을 고려하여 결정되며, 개개인의 필요와 상황에 따라 달라질 수 있습니다.",노인맞춤돌봄서비스
노인맞춤돌봄서비스의 주요 서비스 내용에는 어떤 것들이 있나요?,"노인맞춤돌봄서비스는 안전지원, 사회참여, 생활교육, 일상생활 지원 등을 제공합니다.",노인맞춤돌봄서비스
노인맞춤돌봄서비스 제공 형태에는 어떤 것들이 있나요?,방문형 서비스와 통원형(그룹형 프로그램) 서비스 등 다양한 제공 형태가 있습니다.,노인맞춤돌봄서비스
돌봄서비스를 받는 노인 한 분의 서비스 내용이 다른 노인과 다를 수도 있나요?,"네, 각 대상자의 돌봄욕구와 필요 정도에 따라 제공시간과 서비스 내용이 맞춤형으로 조정됩니다.",노인맞춤돌봄서비스
노인맞춤돌봄서비스 이용 시 개인별 맞춤형 서비스 제공계획이란 무엇인가요?,개인별 맞춤형 서비스 제공계획은 해당 노인의 필요와 욕구에 맞춰 세워진 서비스 일정과 내용을 구체화한 계획을 의미합니다.,노인맞춤돌봄서비스
노인맞춤돌봄서비스를 받으려면 어떤 조건을 충족해야 하나요?,"노인맞춤돌봄서비스는 대상자의 나이, 건강 상태, 생활 환경 등을 고려하여 필요한 돌봄 서비스를 이용할 수 있는 자격 조건을 충족해야 합니다.",노인맞춤돌봄서비스
돌봄 서비스를 제공받는 노인의 가족도 서비스의 일부일 수 있나요?,가족 구성원들은 서비스 제공계획 수립 시 의견을 반영하거나 일부 프로그램에 참여함으로써 서비스의 일부가 될 수 있습니다.,노인맞춤돌봄서비스
노인 분이 안전을 확인받고 말벗 서비스도 필요할 때 어떤 서비스를 이용해야 하나요?,노인 분이 안전 확인과 말벗 서비스를 원하실 때는 노인맞춤돌봄서비스 중 '방문 안전지원' 또는 '전화 안전지원' 서비스를 이용하시면 됩니다.,노인맞춤돌봄서비스
평생교육 활동에 참여하고 싶은 어르신을 위한 직접 서비스는 무엇인가요?,평생교육 활동에 참여하시고자 하는 어르신들은 노인맞춤돌봄서비스 중 '사회참여'에 속하는 '사회관계 향상 프로그램'을 이용하실 수 있습니다.,노인맞춤돌봄서비스
외출 시 어르신의 동행을 요청할 수 있는 서비스의 이름은 무엇인가요?,외출 시 동행이 필요한 어르신을 위한 서비스는 노인맞춤돌봄서비스의 '일상생활 지원'에 해당하는 '이동활동지원' 서비스입니다.,노인맞춤돌봄서비스
"어르신이 집안 청소와 식사 준비 중 어려움을 겪을 때, 어떤 지원을 받을 수 있나요?",가사활동에 어려움을 겪는 어르신께서는 노인맞춤돌봄서비스의 '일상생활 지원' 내 '가사지원' 서비스를 이용하여 식사관리와 청소관리를 받으실 수 있습니다.,노인맞춤돌봄서비스
"ICT를 이용한 안전 확인 및 교육 서비스는 무엇이고, 어떤 내용을 포함하나요?",'ICT 안전지원' 서비스는 ICT를 이용하여 어르신의 안전을 확인하고 ICT 관련 교육을 제공하는 노인맞춤돌봄서비스입니다.,노인맞춤돌봄서비스
